id,[kolicina sestavina]
20075,[ <b>Za špecle:</b>; 600 g moke; 6 jajc;  muškatni orešček; 2 zvrhani čajni žlički soli;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>";  topla voda;  kanček mleka;  <b>Za omako:</b>; 1 čebula; 500 g pršuta (narezanega na koščke) ; 600 ml smetane za kuhanje; 1 dl mleka; 250 g naribanega sira;  drobtine;  maslo;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"]
20076,[ <b>Za kruh:</b>; 700 g polnozrnate moke ; 3 srednje veliki krompirji; 2 dl krompirjeve vode;  "šopek kuhanih divjih špargljev (sestavine za kuho; šopek divjih špargljev; malo soli; malo sladkorja; košček masla)"; 1 dl špargljeve vode; 1 kocka kvasa (42 g kvasa); 2 čajni žlički soli ; 1 čajna žlička sladkorja ; 2 dl mleka ; 2 jedilni žlici olivnega olja ; 1 jajce;  <b>Sestavine za nadev:</b>; 500 g sira v slanici; 200 g "mešanice semen (sončnično seme; bučno seme; sezamovo seme in laneno seme)"]
20077,[3 "do <span class=""label-inline"">4"; 1 manjša bučka; 10 g masla; 20 g pinjol;  prosena ali druga moka ; 1 jajce;  "origano; sol"]
20078,[450 g špagetov; 4 do 5 žlic ekstra deviškega olivnega olja; 3/4 skodelice svežih kruhovih drobtin; 1/2 skodelice sveže naribanega parmezana; 1/2 skodelice sveže naribanega pecorina; 1 mala pločevinka slanih sardel; 3 stroki česna; 3 žlice paradižnikove mezge;  voda]
20079,[1 l vina (Sivi pinot); 2 "šopka sveže <a href=""https://www.kulinarika.net/recepti/zacimbe/81/melisa/"">melise</a>"]
20080,[ <b>Testo:</b>; 15 dag margarine; 20 dag sladkorja; 20 dag moke; 2 žlici kakava; 4 rumenjaki; 1 pecilni prašek; 2 dl mleka;  rum;  <b>Krema:</b>; 4 beljaki; 20 dag sladkorja v prahu;  <b>Preliv:</b>; 10 dag margarine; 10 dag čokolade]
20081,[ <b>Testo:</b>; 180 g pirine polnozrnate moke; 70 g bele pšenične moke (tip 500); ščep soli; 2 srednje veliki jajci; 1 jušna žlica olja; 2 "jušni žlici vode (lahko tudi več; po potrebi)";  <b>Nadev:</b>; 1 "srednje veliko <a href=""https://www.kulinarika.net/recepti/zacimbe/269/granatno-jabolko/"">jabolko</a>"; 30 g orehovih jedrc; ½ "kavne žlice mletega <a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"; 1 jušna žlica ruma; 1 jušna žlica sladkorja; 2 jušni žlici krušnih drobtin; 35 g masla; 1 beljak (za mazanje robov žepkov)]
20082,[4 "manjše orade (približno <span class=""label-inline"">200 - 250 g"; 1 bučka; 1 rumena paprika; "0;2 l  polente; "0;1 l  Cabernet sauvignona; 30 g sveže naribanega parmezana;  olivno olje; 4 zrna nasekljanega česna; ščep "ali 2 <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>"; ščep soli;  čili v prahu po okusu; 1 ČŽ semen koriandra; 1 KŽ rožmarina; 1/2 ČŽ mešanice poprov v zrnu; 1/2 ČŽ mletega ingverja; 1 ČŽ rdeče paprike v prahu]
20083,[400 g mlete govedine; 1 večja čebula; 500 g moke; 1 vrečka kvasa; "2;5 - 3 dl  vode; 1 žlička sladkorja;  sol ;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; 3 žlice olja]
20084,[ "vlečeno testo - <span class=""label-inline"">12"; 500 g mlete govedine; 1 srednje velik por;  sol;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; 3 jajca; 2 žlici olja]
20085,[ <b>Testo:</b>; 300 g moke; 200 g margarine; 100 g sladkorja; 4 rumenjaki; 1/2 pecilnega praška; 2 žlici kisle smetane;  <b>rehov nadev:</b>; 250 g mletih orehov; 6 žlic sladkorja; 4 žlice mleka; 1 žlica ruma;  <b>Skutin nadev:</b>; 500 g pasirane skute; 150 g sladkorja; 4 beljaki; 2 žlici gresa]
20086,[500 g muškatne buče; 150 g rdeče leče; 2 korenčka; 1 velika čebula; 1 srednje velik krompir; 1 jž svežega ingverja; 2 stroka česna ; ščepec muškatnega oreščka; ščepec "soli in belega <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>"; ščepec "kajenskega <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>";  olivno olje;  kisla smetana;  toast ;  sveži timijan]
20087,[ <b>Testo:</b>; 3 lončki gladke moke ; 1/4 lončka sladkorja v prahu ; 2 dag kvasa ; 1/2 čajne žličke soli; 57 g masla; 1/3 lončka mleka ; 1/4 lončka vode ; 2 jajci ; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor";  mala žlička sladkorja;  <b>Nadev:</b>; 1 lonček sladkorja; 2 žlici "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"; 60 g stopljenega masla]
20088,[1 kg krač divjega prašiča (s kostjo);  olje ; 100 g korenja; 100 g "gomolja <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelene</a>"; 50 g pora ; 2 čebuli; 2 žlici paradižnikove mezge ; 125 ml rdečega vina; 250 ml divjačinske ali goveje juhe; 7 brinovih jagod ; 2 lovorjeva lista ; 3 žlice brusnične marmelade; 125 ml sladke smetane ;  sol;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"]
20089,[2 konzervi tune; 4 slane ribice; 1 večji korenček; 5 žlic ovsenih kosmičev; 5 dag sira; 2 stroka česna; 1 žlička "<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorčice</a>"; 1 žlička paradižnikovega koncentrata; 3 žlice navadnega jogurta; 1 jajce;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"]
20090,[1 paket baby piškotov;  <b>Krema:</b>; 250 ml mleka; ½ "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> stroka"; 50 g rumenjakov; 70 g sladkorja; 10 g škroba; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> puding (prašek)"; 20 g masla; 300 ml "sladke smetane (lahko prilagajate; malo več ali malo manj)";  <b>Preliv za piškote:</b>; 300 ml mleka; malo ruma (po želji); 200 g kokosa]
20091,[ <b>Za posodo velikosti 25x30 cm:</b>; 1 "zavoj maslenih keksov (<span class=""label-inline"">250 g"; 1 "puding (<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilija</a>; čokolada; lešnik...)"; "0;5 l  mleka; "0;25 l  sladke smetane za stepanje;  "višnjev kompot (ali sočno sadje po izbiri; na primer jabolčna čežana)";  mleko za vlaženje;  sladkor po okusu;  "kokos; čokolada; kakav:...za posip"]
20092,[370 g puranjega fileja ; pol svinjske ribice; 100 g sira v kosu Edamec ;  sol;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>";  česen;  timijan; 1 dl belega vina; 1 dl vode  zmešane s  koščkom maggi kocke za pečenje ali juha;  olivno olje; 4 rezine slanine s poprom;  "zelenjava po želji - korenček; čebula; feferon ali paprika"]
20093,[4 žlice solatne majoneze; 1/2 kozarčka kisle smetane; 1 čajna žlička "<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorčice</a>"; 6 jajc; 100 g šunke; 1 šopek drobnjaka]
20094,[ "tablica čokolade s <span class=""label-inline"">70%"; 5 skodelic mleka; 2 veliki žlici sladkorja;  "mleti <a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimet</a> (po okusu)"]
20095,[ <b>Za pripravo fižolovih njokov:</b>; 3 srednje veliki krompirji ; 720 g rjavega fižola v slanici ; "0;5 kg  pirine moke (za testo in za posipanje) ; 2 jajci ; 2 žlici stopljenega masla;  sol;  <b>Za pripravo kisle repe:</b>; 800 g kisle repe ; 300 g pečene slanine ; 100 g ocvirkov ; 1 manjša čebula; 3 stroki česna ; žlica masla (najbolje žlička masti) ;  lovorov list ;  sol;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"]
20096,[ <b>Biskvit:</b>; 3 jajca; 3 žlice moke; 2 žlici kakava; 2 žlici sladkorja; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor";  noževa konica pecilnega praška; 3 žlice mleka; 2 žlici olja;  <b>Skutin nadev:</b>; 120 g narezanih višenj iz kompota; 315 g nepasirane skute; 100 g kisle smetane; 45 g pšeničnega zdroba; 40 g sladkorja; 1 jajce;  <b>Preliv:</b>; 1 preliv za torte;  sok iz kompota; 100 g višnjevih polovic iz kompota]
20097,[420 g pirine moke; 2 srednje veliki žlički soli; 2 srednje veliki žlički sode bikarbone; 300 ml tople vode;  moka za posip]
20098,[500 g jabolk; 125 g moke; 70 g sladkorja; 70 g drobno naribanega korenja; 60 g  margarine; 1/2 vrečke pecilnega praška]
20099,["2;5 kg  race;  "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> "; 1 žlička "<a href=""https://www.kulinarika.net/recepti/zacimbe/76/majaron/"">majarona</a> "; 3 rezine kruha; 2 jabolki; 3-5 dl vode; 1 dl piva; 1-2 žlici medu]
20101,[500 g male svinjske ribice; 100 g rezin slanine/ prekajene slanine/ pršuta;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorčica</a>";  maslo (lahko zeliščno); 1 čebula; 300 g skute; 400 ml smetane za kuhanje; 3 trikotniki Zdenka sira; 1 žlica "zelenega <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>";  sol;  "svež <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"]
20102,[250 g surove ajdove kaše; 7-10 večjih korenov; 2 stroka česna; 1 manjša rdeča čebula;  "šopek <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a> (ali drobnjaka)"; 2 jajci;  sol;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>";  "po želji <span class=""label-inline"">2-3 žlice"]
20103,[35 dag moke; 6 dag masla ali margarine za peko; 2 dag masti; 1 jajce; 5 žlic mleka;  nastrgana lupinica ene limone; 10 dag sladkorja; 1 pecilni prašek]
20104,[40 dag moke; 4 dag masla ali margarine za peko; 8 dag sladkorja; 10 dag medu; 1 jajce; 1/2 žličke "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>";  nastrgana limonina lupinica; 4 žlice mleka; ščep sode bikarbone]
20105,[4 žemlje; 3 dl sladke smetane; pest "rozin; namočenih v rumu";  sladkor po okusu; 1 žlička "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"; 2 dl mleka; 4 jajca; malo moke - žlica ali dve;  sladkor po okusu]
20106,[2 jajci; pest narezanega pora; 1-2 mandarini; velika žlica drobno narezane rdeče paprike;  olivno olje;  sol]
20107,[ <b>Testo:</b>; 500 g moke; 2 žlici kakava; 250 g masla; 150 g sladkorja; 1 jajce; 1 žlica kisle smetane; 1/2 pecilnega praška;  <b>Nadev:</b>; 200 g čokolade; 1 dl sladke smetane ; 1/2 žličke ekstrakta mete;  sladkor v prahu]
20108,["3;30 kg  rdeče paprike (najboljši so rogi); 4 žlice soli; 2 žlici sladkorja; 7 dl kisa za vlaganje; "3;3 dl  olja; 1 glavica česna;  "šop <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"]
20109,[325 g "moke - pol ostre; pol navadne oz. po želji"; 1/2 pecilnega praška; 1 jajce; 1 dl jogurta; 2 žlici kisle smetane; "0;5 - 0;75 dl  mleka;  sol;  olje za cvrenje]
20110,[2 "<a href=""https://www.kulinarika.net/recepti/zacimbe/9/banana/"">banani</a>"; 1 "zavitek listnatega testa (<span class=""label-inline"">250 g"; malo soka stisnjene limone; 4 žličke sladkorja; vrečka čokoladnega pudinga; "0;5 l  mleka]
20111,[2 čebuli; 1 - 2 papriki; 2 paradižnika; 1 zelenjavna omaka; 1 mala kisla smetana;  olje;  sol;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>";  tortilje ;  sir]
20112,[3 skodelice moke; 1 čajna žlička soli; 1 čajna žlička pecilnega praška; 1/3 skodelice olja; 1 skodelica tople vode]
20113,[ <b>Suhe sestavine:</b>; 185 g bele moke; 1 pecilni prašek; 4 žlice "kakava ali <span class=""label-inline"">3 žlice";  koščki jedilne čokolade;  <b>Mokre sestavine:</b>; 1 jajce; 1 kisla smetana; 70 g sladkorja; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; 85 g stopljenega masla (ne sme biti vroče)]
20114,[ <b>Biskvit; </b>; 4 jajca ; 12 žlic moke ; 12 žlic sladkorja; 5 žlic mleka; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; 1 pecilni prašek ; 3 žlice kakava; 5 žlic olja ;  <b>Nadev:</b>; 5 dl sladke smetane; 2 "<a href=""https://www.kulinarika.net/recepti/zacimbe/9/banana/"">banani</a>"; malo limoninega soka;  "na koncu lahko naribamo čokolado; naredimo čokoladno glazuro ali posujemo s kakavom; po zelji."]
20115,[ <b>Testo:</b>; 1 kg bele pšenične moke;  kocka kvasa; 3-4 rumenjaki; 3 dl mlačnega mleka; 12 dag masla ali margarine za peko; 1 žlička soli; 2 žlici sladkorja;  naribana limonina lupina; malo ruma;  <b>Nadev:</b>; 50 dag tekočega  medu; 10 dag stopljenega masla ali margarine za peko; 40 dag mletih orehov; 1-2 dl mlačnega mleka; 2 jajci; malo "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>";  <b>Za posip:</b>; 20 dag zmletih orehov]
20116,[80 dag bele moke; 30 dag zmletih prepraženih ocvirkov; 4 jajca;  kocka kvasa ; 1 žlička soli; žlica sladkorja; 3 dl mlačnega mleka]
20117,[1 večja konzerva tune; 1 večja bučka ali 2 manjši; 1 "smetana za kuhanje (<span class=""label-inline"">2 dl"; 3 "ali <span class=""label-inline"">4"; 1 čebula; 2 stroka česna;  sol;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>";  vegeta;  origano]
20118,[ maslo; 1 korenček;  "steblo <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelene</a>"; 8 v kisu vloženih čebulic; 1 piščanec ali 4 kračice ; 2 bedri; 2 kosa piščančjih prsi s kostjo; 1 dl vina;  voda po potrebi; 1 "pločevinka pelatov (<span class=""label-inline"">240 g"; 30 g suhih jurčkov;  himalajska sol;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; 1/2 dl smetane]
20119,[35 dag moke; "0;5 l  piva; ščepec soli; žlička pecilnega praška;  "poljuben nadev (kečap; salama; sir; origano; razna zelenjava)"]
20120,[5 jajc; 100 g stopljene temne čokolade; 100 g masla; 100 g sladkorja; žlica moke;  pecilni prašek; 200 g borovnic; 1/2 l sladke smetane;  sladkor v prahu]
20121,[200 g piščančjega mesa iz juhe ali ostanki pečenega piščanca; 80 g naribane mozzarelle; 80 g naribanega parmezana ali grana padano; 80 g starega kruha namočenega v mleku; 3 jajca;  "sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; 1 korenček iz juhe;  <b>Omaka:</b>; 1 bučka; 1 dl smetane za kuhanje;  česen v prahu;  sol]
20122,[1 kg kislega zelja; 500 g mletega mešanega mesa; 250 - 300 g ajdove kaše; 150 g sira; 1 čebula; 1 velika kisla smetana; 3 jajca;  lovorjev list;  sol ;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> ";  olje]
20123,[50 dag skute; 4 jajca; 12 dag sladkorja; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; 1 limonina lupina; 5 dag masla; 2 žlici kisle smetane; 10 dag gladke moke; 1 velika žlica pecilnega praška; 1 pest goji jagod]
20124,[1 kg rumene kolerabe; 2 žlici jedilnega olja;  sladka rdeča paprika v prahu;  sol ]
20125,[ limonin sok;  pomarančni sok;  sok granatnega jabolka (lahko tudi malinovec);  voda;  med]
20126,["1;2 kg  moke; 60 dag masla; 40 dag sladkorja; 2 vanilijeva sladkorja;  "sredica ene burbonske <a href=""https://www2.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilije</a>"; 2 pecilna praška; 6 razžvrkljanih jajc]
20127,[½ kg lososa; ½ paprike; 1 limeta;  sol ;  "bel <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>";  ingver (čajna žlička);  "<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"; 1 strok česna; 1 žlica olivnega olja]
20128,[500 g malin ali drugih gozdnih sadežev; 1/4 skodelice medu ali javorjevega sirupa; 3 žlice chia semen; 1/2 "čajne žličke <a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijeve</a> arome"]
20129,[1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/9/banana/"">banana</a>"; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zeleno</a> <a href=""https://www.kulinarika.net/recepti/zacimbe/269/granatno-jabolko/"">jabolko</a> ali 1 hruška"; 3 pesti špinače ; 1 žlica mletih lanenih semen; malo vode]
20130,[500 g mletega mesa (miks govedine in svinjine); 1 krompir; 1 jajce; 2 "šalotki; nasekljani"; 1 skodelica kruhovih drobtin;  "koper; nasekljan";  maslo;  olje;  "sol in <a href=""https://www2.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>";  <b>Za omako:</b>;  sok ½ limone; 150 ml jušne osnove; 1 žlica moke; 2 žlici kisle smetane]
20131,[1 l piva; 1 "pomaranča (malo za okus; malo lahko tudi za dekoracijo)"; 1 čajna žlička "<a href=""https://www.kulinarika.net/recepti/zacimbe/87/nageljnove-zbice-klincki-/"">klinčkov</a> aka. nageljnovih žbic";  "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimet</a> v skorji; alternativa; 1 čajna žlička <a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a> v prahu"; 8 velikih žlic sladkorja; 1 "cm svežega ingverja; lahko tudi 2 žlici ingverja v prahu"; 3 dl vode]
20132,[2 manga; 2 limeti; 3 šalotke; 2 manjša paradižnika; 1 kg rakovih repkov; 2 avokada;  listi koriandra;  kapre]
20133,[1 kg moke; 600 ml vode; 100 ml olja; 20 g soli ; 20 g sladkorja; 2 suha kvasa / 1 svež kvas]
20134,[1 kg očiščenih srednje velikih lignjev; 200 g pire; 2 šalotki; "0;5 dl  piščančje ali ribje jušne osnove; 1 manjša chorizo klobasica; 5 dag gob; 1 dl olivnega olja; "0;5 dl  belega vina;  "sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>";  "sesekljan <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>";  <b>Za omako:</b>;  maslo ;  šalotka;  žafran;  ribja osnova ;  sladka smetana]
20135,[ ingver (narezan na koščke);  filter čaj vrečke;  limona;  med;  vrela voda]
20136,[ <b>Testo:</b>; 1 kg moke; 1 kocka kvasa; 1/2 l mleka; 1 kisla smetana; 1 dl olja; 1 celo jajce; 3 rumenjaki; 10 dag sladkorja;  <b>Nadev:</b>; 1 "maslo (<span class=""label-inline"">250 g"; 2 rumenjaka; 1 kisla smetana;  sladkor;  pehtran (približno 2 šopka)]
20137,[ <b>Testo:</b>; 3/4  lončka rjavega sladkorja; 1 lonček pirine moke; 1  lonček orehov; 1/2 lončka olja ali stopljene maščobe; 1  "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> prašek"; 1  pecilni prašek; 4 jajca; 1 "veliko ali <span class=""label-inline"">2"; 1 "velik ali <span class=""label-inline"">2";  marmelada;  <b>Obliv:</b>; 2  dl sladke smetane; 10 dag temne čokolade]
20138,[2-3 jabolka; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> puding"; 350 ml mleka; 50 ml sladke smetane; 4 žlice sladkorja;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimet</a>";  maslo]
20139,[ <b>Suhe sestavine:</b>; 25 dag polnozrnate moke;  konkreten ščep soli; 1 vrečka suhega kvasa ;  <b>Mokre sestavine:</b>; 1 rumenjak;  rum; 1 vrečka "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> sladkorja";  naribana limonina lupinica; "1;5 dl  zelo toplega mleka; 6 dag stopljenega masla;  <b>Nadev:</b>; 15 dag kvalitetnih mletih orehov; 5 dag kokosovega sladkorja; "0;7 dl  vrele sladke smetane;  rum;  "sneg <span class=""label-inline"">1"]
20140,[400 g "piščančjih peruti (<span class=""label-inline"">10"; 1 čajna žlička curry začimbe v prahu; 1 čajna žlička kurkume;  sol; 2 jedilni žlici olivnega olja; 2 čebuli; "0;5 dl  vode]
20141,[ <b>Za pripravo testa; </b>; 4 jajca ; 400 g moke ; 4 žlice olja;  kanček soli;  <b>Za pripravo nadeva; </b>; 1 glava brokolija; 5 strokov česna ; 250 g nepasirane skute ; 50 g dimljenega sira (ali parmezana) ;  sol ;  "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>";  kakšna žlica kisle smetane po potrebi;  <b>Za premaz (lepilo); </b>; 1 beljak]
20142,[170 g masla; 90 g nerafiniranega rjavega sladkorja (muscovado); 1 jajce; 1 zravnano polna čajna žlica belega sladkorja (za sneg); 125 g pirine polnozrnate moke; 1 zravnano polna kavna žlica pecilnega praška; "0;5 dl  "močne; precejene kave"; ščepec "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"; 6 strokov kardamoma; 35 g mleka (približno 2 jušni žlici);  orehova jedra;  beli mleti sladkor za posip;  ostra moka]
20143,[10 dag orehov; 10 dag brusnic; 10 dag temne čokolade; 3 jajca; 15 dag rjavega sladkorja; 30 dag pirine moke; 3/4 žličke pecilnega praška]
20144,[25 dag sladkorja; 35 dag pirine moke; "12;5 dag  margarine; 2 jajci; 1 žlička pecilnega praška; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; 12 dag kokosove moke]
20145,[200 g "mletih <a href=""https://www.kulinarika.net/recepti/zacimbe/39/mandelj/"">mandljev</a>"; 80 g mletih orehov; 30 g kokosove moke; 140 g medu; 60 g rožičeve melase; 50 g olivnega olja; 1/2 žličke soli; 1/2 žličke sode bikarbone; žlička "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"; žlička ingverja v prahu; 1/2 žličke "mletih <a href=""https://www.kulinarika.net/recepti/zacimbe/87/nageljnove-zbice-klincki-/"">klinčkov</a>"; ščep muškatnega oreška]
20146,[170 g mletih orehov; 100 g "kakava (grenki; ""pravi"" kakav)"; žlička sode bikarbone; ščepec soli; 1 "avokado (okrog <span class=""label-inline"">160 g"; 3 žlice olivnega olja; 2 žlici medu; 150 g nasekljanih datljev; 1 jajce; 50 g "temne čokolade (vsaj <span class=""label-inline"">55 %"; 70 g posušenih goji jagod; 80 g "arašidov (nepraženi in nesoljeni; olupljeni)"]
20147,[1/2 "avokada (okrog <span class=""label-inline"">100 g"; 2 vanilijeva sladkorja; 100 g sladkorja; 150 g polnozrnate pirine moke; 60 g konopljinega proteinskega prahu; ščep pecilnega praška; ščepec soli;  limonina lupinica; "0;5 dl  vode; 2 žlički zelenega ali črnega čaja ali filter vrečka]
20148,[120 g masla; 120 g sladkorja; 2 jajci; 200 g pirine moke; 50 g mletih lešnikov; 3 žlice "kakava (grenki; ""pravi"" kakav)"; 3 žličke pecilnega praška; 150 ml mleka;  <b>Za karamelo:</b>; 2 dl sladkorja; 2 dl sladke smetane]
20149,[1000 g moke manitobe; 200 g masla; 200 g rumenjakov; 200 g sladkorja; 30 g kvasa; 10 g soli; 400 g vode; 100 sladke smetane; 200 g rozin; 100 g pomarančnih olupkov; 2 vanilijeva sladkorja]
20150,[1/2 kg moke; 1/4 kg masti; 4 dag kvasa; malo mleka;  marmelada za nadev;  sladkor v prahu]
20151,[6 dl polnomastnega mleka; 350 dag rjavega sladkorja (lahko kombinirate z melaso); 200 g čokolade za kuhanje;  "paličica <a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"; ščepec "mletega <a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"; nekaj kapljic "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijeve</a> arome"; 5 nageljnovih žbic; 3-5 zvezdastih janeževih rožic; "2;5 dl  čistega alkohola ali sadjevca; 1 dl rjavega ruma]
20152,[150 g moke; 150 g "mletih <a href=""https://www.kulinarika.net/recepti/zacimbe/39/mandelj/"">mandljev</a> ali lešnikov"; 150 g 	sladkorja; 1 žlička pecilnega praška (brez vrha); 1 žlička "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"; 1 ščepec soli; 1 jajce; 100 g  hladnega masla; 1 kozarec marelične ali pomarančne marmelade; 150 g kuverture ali čokoladne glazure (temna čokolada + maslo + malo olja);  "orehi; lešniki; mandlji; pistacije; sončnična semena "]
20153,[2 skodelici moke; 1 čajna žlička pecilnega praška; 1/4 čajne žličke soli; 2 + 1/2 jedilne žlice mletega ingverja; 1/2 "čajne žličke <a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"; 1/2 čajne žličke mletih nageljnovih žbic; 1/2 skodelice olja oljne ogrščice (ali drugega); 1/4 skodelice črne melase; 1/4 skodelice mleka (lahko veganskega); 1 skodelica sladkorja; 1 čajna žlička "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijeve</a> arome"]
20154,[80 ml balzamičnega kisa; 60 g rjavega sladkorja; 500 g drobno narezanega rdečega zelja ; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/269/granatno-jabolko/"">jabolko</a> granny smith (ali kakšno drugo čvrsto malo kiselkasto <a href=""https://www.kulinarika.net/recepti/zacimbe/269/granatno-jabolko/"">jabolko</a>); narezano na rezine"; 120 g "+ <span class=""label-inline"">40 g"; 40 ml "+ <span class=""label-inline"">2 žlici"; 110 g nadrobljenega mehkega kozjega sira (chevré); 75 g grobo nasekljanih orehov; 1 strok stisnjenega česna; 185 g moke; 120 g "masla; narezanega na kocke (do uporabe hranimo v hladilniku)"; 1/4 žličke soli; 2 "rumenjaka + <span class=""label-inline"">1"; 150 ml stepene sladke smetane; 1 jedilna žlica konjaka;  "potrebujemo tudi tortni model premera <span class=""label-inline"">24"]
20155,[250 g "<a href=""https://www.kulinarika.net/recepti/zacimbe/77/mak/"">maka</a>"; 4 dl mleka  ; 6 jedilnih žlic mletega sladkorja; 1 "<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"; 100 g masla; 1 jedilna žlica drobtin; 1 jajce; 2 jedilni žlici kisle smetane]
