id,kolicin,sestavina
072,,moka in kruhove drobtine za paniranje
072,,olje za cvrenje
072,10,listov lepe špinaèe
073,2kg,made jagnjetine
073,,zaèimbna mešanica ali sol
073,,zdrobljen timijan
073,,zdrobljen èesen
073,,olje
073,,limonin sok
074,kosi,zajca
074,žlica,masla
074,,èebula
074,,sol
074,,"<a href=""https://www2.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
074,2,nageljnovi žbici
074,,rožmarin po okusu
074,,èrno vino
074,,kruhove drobtine
075,1 kg,puranovih ali pišèanèjih prsi
075,,"sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> in rdeèa paprika po okusu"
075,1 žlica,drobno narezanega timijana
075,3 žlice,masla
075,1 dl,suhega vina
075,1,veèja žlica smetane
075,1 žlica,"<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorèice</a>"
075,1,skodela naribanega sira
075,3 žlice,kruhovih drobtin
075,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
076,2,teleèji kraèi
076,2 stroka,strtega èesna
076,,"sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> ali zaèinka"
076,,mašèoba za peèenje
076,,juha za zalivanje
077,"0;5 kg ,pišèanèjih prsi
077,30 dag,"mešane zelenjave (paprika; grah; korenèek)"
077,20 dag,steklenih rezancev (lahko so tudi navadni špageti)
077,,"sojina omaka; olje; kis; sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>; curry"
077,1 velika žlica,gustina oz. škroba
078,15-20dag,pišèanèjega fileja na osebo
078,"1;5 dcl ,olivnega olja
078,3-4,glave èebule
078,4-5,strokov èesna
078,1 èajna žlièka,rjavega sladkorja (lahko tudi navadnega)
078,1 èajna žlièka,soli
078,1 èajna žlièka,curryja
078,1 èajna žlièka,vegete
078,1dcl,belega vina
078,100-150g,kokosove moke
078,2dcl,mleka
078,2dcl,vode
078,,sok pol limete (lahko limone)
079,1,pišèanec
079,1,kozarec kisle smetane
079,2-3,stroke èesna
079,2-3,trdo kuhana jajca
079,3-4,kisle kumarice
079,,olje
079,,sol
079,,olje
080,1/2 kg,kislega zelja
080,50 dag,svinjskega mesa
080,,riž
080,1,èebula
080,,vegeta
080,2,lovorova lista
081,,o dag mletega mesa
081,nekaj,v mleku namoèenega in ožetega kruha
081,1,jajce
081,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
081,žlica,"drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
081,,kruhove drobtine v katere povaljamo polpete.
082,25 dag,mlete nemastne junetine
082,25 dag,mlete nemastne svinjine ali perutnine
082,25 dag,skute
082,,"sesekljan <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"
082,12 dag,kruha kruha
082,,mleko
082,2,jajci
082,,morska sol
082,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
082,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/76/majaron/"">majaron</a>"
082,,èesen
082,,kruhove drobtine
083,,"o dag tenkih rezin purana; teletine ali svinine"
083,3 žlice,sojine omake
083,l žlièka,nastrganega ingverja
083,2 stroka,strtega èesna
083,l žlica,sezamovega olja
083,l žlièka,sladkorja
083,2 žlici,suhega vina
083,,moka 
083,,jajce
083,,kruhove drobtine
084,4,tenki zrezki potolèeni (meso mora biti od šimbasa)
084,,"na debelo zmleti <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
084,,sol po potrebi
084,1 velika žlica,masla
084,1 dl,belega vina ali konjaka
084,1 žlièka,masla
085,,".<span class=""label-inline"">5 kg"
085,3 žlice,olja
085,2,"èebuli ; narezani na drobne košèke"
085,2 stroka,strtega èesna
085,10 dag,na drobno narezane prekajene slanine
085,2,olupljena in na košèke narezana paradižnika
085,1 žlica,paradižnikove mezge
085,3,"do <span class=""label-inline"">4"
085,pol žlièke,"<a href=""https://www.kulinarika.net/recepti/zacimbe/76/majaron/"">majarona</a>"
085,malo,muškatovega orešèka
085,,vejica rožmarina
085,2,"nageljnovi žbici ali <a href=""https://www.kulinarika.net/recepti/zacimbe/87/nageljnove-zbice-klincki-/"">klinèka</a>"
085,1 velika žlica,rdeèe paprike
085,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
085,2 dl,belega vina
085,2 dl,èrnega vina
085,2 žlici,kisle smetane
086,,<b>Za kilogram in pol srninega hrbta potrebujemo: </b>
086,2,"veèja korena; narezana na rezine"
086,1,"korenino <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>; narezanega na rezine "
086,nekaj,"narezane <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelene</a>"
086,3,stroki narezanega èesna
086,,"lo zrn <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>"
086,,lo zrn pimente
086,2,lista lovorja
086,8,zrn brinovih jagod
086,1,vejica timijana
086,nekaj,limoninega olupka
086,,lo dag slanine
086,7 dl,juhe ali vode z jušno kocko
086,l dl,dobrega èrnega vina
086,1 žlica,smetane
086,l žlica,masla
086,l žlica,moke
086,1,"èebula; narezana na rezine"
087,2,svinjska zrezka
087,1,"paradižnik; narezan na košèke"
087,,drobno sesekljan èesen po okusu
087,1 žlica,"drobno sesekljanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
087,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorèica</a>"
087,"1;5 dl ,dobrega svetlega ali temnega piva
087,,sol
087,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> "
087,,ingver
088,,<b>Za 4 obroke: </b>
088,4,"debele svinjske zarebrnice (<span class=""label-inline"">1;2 - 1;4 kg"
088,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
088,žlica,olja
088,20 g,surovega masla
088,2,na listke narezani èebuli
088,2,"olupljeni; razpeèkani; na obroèke narezani kisli jabolki"
088,3 žlice,calvadosa
088,žlica,moke
088,375 ml,teleèje osnove
088,šèepec,muškata
088,175 ml,creme fraiche ali creme double
088,,to je smetana
088,,<b>Za prilogo: </b>
088,30 g,surovega masla
088,2,"èvrsti namizni jabolki; neolupljeni; brez pešèišèa; zrezani na 1 cm debele obroèke"
088,2 žlici,sladkorja
089,1 kg,mehkega svinjskega mesa
089,,svinjska mrežica
089,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
089,1 žlièka,zmlete kumine
089,3,stroki strtega èesna
089,1 žlièka,"vloženega <a href=""https://www.kulinarika.net/recepti/zacimbe/44/hren/"">hrena</a>"
089,,mašèoba za peèenje 
089,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
090,4,svinjski zrezki
090,3-4,stroki èesna
090,,Vegeta ali Zaèinka
090,,sol
090,,mešanica zaèimb za svinjino
090,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
090,,drobno mleti èesen
090,,drobno mleta èebula
090,,juha iz goveje kocke
090,,kisla smetana 
091,,Prekajena šunka
091,žlièka,zmlete kumine
091,,list lovorja zmlet v prah
091,,"moka; kvas; sladkor"
092,40 dag,goveje pljuène peèenke
092,,sol
092,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
092,,zmleta kumina
092,malo,rdeèe paprike
092,,zdrobljeni sardelni file
092,,nastrgana šalotka
092,,drobno nasekljani kapri
092,žlièka,"<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorèice</a>"
092,žlièka,majoneze
092,žlièka,zmehèanega masla
092,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"
092,,rumenjak 
093,,teleèja kraèa
093,3 žlice,suhega žajbla (predvsem cvetovi)
093,1 žlica,suhega rožmarina
093,3 žlice,olivnega olja
093,,sol
093,,"sveže mleti bel <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
093,1l,teleèje osnove (lahko tudi goveja juha ali voda)
094,4,svinjski zrezki
094,,sol
094,,majoneza
094,2,"<a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zeleni</a> papriki"
094,4,rezine sira
094,,"moka; jajce in drobtine za cvrtje"
094,,sol
095,20 dag,zmletega govejega mesa
095,20 dag,pšeniènega zdroba instant
095,4 dl,mleka
095,30 dag,krompirja
095,1,veèji korenèek
095,2,jajci
095,,sol
095,,èesen
095,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"
095,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/10/bazilika/"">bazilika</a>"
095,1,veèja èebula
095,2 žlici,olja
095,4 žlice,olja za cvrtje
096,12,"do <span class=""label-inline"">16"
096,30 dag,teleèjih jeter
096,10 dag,pišèanèjih jeter
096,10 dag,prekajene slanine
096,10 dag,masla
096,1 žlièka,"nasekljanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
096,1 žlièka,nasekljanega drobnjaka
096,2,"šalotki; narezani na košèke"
096,2 stroka,strtega èesna 
097,1 kg,"jagnjetine brez kosti; ki jo lahko nadomestimo s puranovim mesom"
097,3,stroki strtega èesna
097,2 žlièki,soli
097,1 žlièka,nastrganega ingverja ali ingverja v prahu
097,1 žlièka,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>"
097,1 žlièka,origana
097,1 žlièka,currya
097,1 žlièka,sojine omake
097,1 žlica,"sezamovega olja; ki ga lahko nadomestimo z buènim oljem"
097,2 žlici,olja
097,1 žlica,limoninega soka
098,50 dag,teleèjih ledvic
098,2,drobno sesekljani èebuli
098,2 stroka,strtega èesna
098,1 žlièka,sezamovih semen
098,2 žlièki,buènega olja
098,2 žlici,suhega vina
098,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu "
099,12,rezin slanine
099,60 dag,mladih teleèjih jeter
099,1 žlièka,zdrobljenega ali drobno narezanega žajblja
099,,"sol in beli <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
100,5,glav radièa
100,15 dag,"prekajene slanine ali pršuta; narezanega na tanke trakove"
100,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
101,1 kg,govejih zrezkov
101,3 žlice,sojine ali worcestrske ali kake druge slane omake
101,3,stroki strtega èesna
101,3 žlice,olja
101,1,lonèek jogurta
101,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
102,20 dag,na rezanca naribanih buèk
102,3,jajca
102,2 dl,mleka
102,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
102,šèepec,zmlete kumine
102,1 dl,moke
102,,mašèoba za peèenje
103,50 dag,pšeniène moke
103,1,jajce
103,,voda
103,,sol
103,malo,olja
103,,<b>Za nadev:</b>
103,25 dag,instant ajdove moke
103,1,smetano
103,8 dag,masla
103,12 dag,zmletih orehov
104,50 dag,instant ajdove moke
104,2,srednje debela krompirja
104,2 žlici,ocvirkov
104,2 žlici,svinjske masti
105,50 dag,mehke moke
105,2 žlici,olja
105,,mlaèna voda (po potrebi)
105,,sol 
105,,<b>Nadev: </b>
105,40 dag,zmlete govedine
105,3 žlice,masti 
105,2,èebuli zmleti na mesoreznici 
105,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po potrebi "
105,3,jajca 
106,1,"ali <span class=""label-inline"">2"
106,1 dl,kisle smetane
106,,drobtine
106,,maslo
107,,zmleta jagnetina
107,,kuhan riž
107,,jajce
107,2 žlici,"drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a> "
107,žlica,drobno narezane mete
107,nekaj,pekoèe paprike
107,malo,muškatne skorje
107,,sol po okusu
107,,"mleti èrni <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
108,1/2 kg,moke
108,šèepec,soli
108,2 dl,vode
108,2 dkg,kvasa
109,3 dl,olja
109,30 dag,belega fižola tetovca
109,75 dag,drobno narezane èebule
109,5,strokov èesna
109,3,suhe rdeèe paprike
109,1,suha pekoèa paprika
109,1,paradižnik
109,2,lista lovorja
109,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
110,2,in pol skodele moke
110,2,jajci
110,1 žlica,olja
110,šèepec,soli
110,malo,vode 
110,,<b>Sestavine za nadev:</b>
110,12 dag,sojinih kalèkov
110,1,èebula
110,1 strok,èesna
110,malo,zelja. dobro je kitajsko zelje
110,2,majhna pora
110,nekaj,"stebla <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelene</a>"
110,,šcepec glutaminata/ ni nujno/
110,2 žlici,sojine omake
110,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
110,25 dag,zmlete svinjine
110,2 žlici,olja
111,20 dag,koruznega zdroba
111,1 žlica,masla
111,1,jajce
111,10 dag,"sira; narezanega na kocke"
111,1 žlica,drobno sesekljane mlade èebule
111,,sol po okusu
113,,"Krompir; narezan na <span class=""label-inline"">2-3"
113,,èesen
113,,zaèimbe
113,1/4,jušne kocke
113,,mleko
113,,kisla smetana
113,,sir (po želji)
114,8,srednje velikih krompirjev
114,10 dag,gob narezanih na košèke (najprimernejši so gobani)
114,1 žlica,masla
114,1,nasekljana èebula
114,,"nasekljan <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"
114,3 dl,juhe
114,2 dl,kisle smetane
114,1,jajce
114,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu "
115,6,"starejših žemljic; narezanih na kocke"
115,15 dag,"slanine; narezane na kocke"
115,1 žlica,drobno narezane èebule
115,l žlica,"drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
115,3,jajca
115,3 žlice,moke
115,l žlica,masla
115,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
115,3 dl,mleka 
116,5 dl,dobrega èrnega vina pol suhega
116,3 dl,vode
116,15 dag,sladkorja
116,,vejica rožmarina
116,5,"<a href=""https://www.kulinarika.net/recepti/zacimbe/87/nageljnove-zbice-klincki-/"">klinèkov</a>"
116,malo,limonine lupine
116,šèepec,"<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"
116,,nazadnje l žlico temnega ruma
117,,<b>Za palaèinke:</b>
117,25 dag,instant ajdove moke
117,4 dl,mleka
117,2,jajci
117,1 šèepec,soli
117,,<b>Za nadev:</b>
117,16 dag,domaèe šunke
117,16 dag,sira ementalca
117,8 dag,šampinjonov v slanici
117,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"
117,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/10/bazilika/"">bazilika</a>"
118,30 dag,instant koruznega zdroba
118,1 l,juhe iz jušne kocke
118,2,domaèi klobasi
118,,košèek masla ali margarine
118,12 dag,sira
118,,lonèek smetane
118,,kozarec belega vina
119,,Star krompir
119,dve,èebuli
119,žlica,moke
119,žlica,rdeèe paprike
119,,sol
120,30 dag,brie sira ali camembera
120,1 strok,strtega èesna
120,1 žlica,belega vina
120,2 žlici,drobno narezanega pehtrana
120,polovica,pakiranega maslenega testa 
121,80 dag,jajèevcev oz. malancanov
121,,sok limone
121,1,"do <span class=""label-inline"">2 žlici"
121,1 žlica,masla
121,1 žlica,moke
121,2 dl,mleka
121,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
121,2 stroka,strtega èesna
121,1 žlica,naribanega sira
121,1,lonèek gostega jogurta
122,,<b>Za 10 kosov:</b>
122,,listnato testo
122,10,rezin kuhane šunke 
122,10,rezin sira 
122,10 žlièk,gob v slanini
122,šèepec,origana 
123,25 dag,instant polente
123,,voda
123,,sol
123,20 dag,kuhanega stroèjega fižola
123,20 dag,kuhanega graha
123,,ementalec (ali topljen sir)
123,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"
123,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/76/majaron/"">majaron</a>"
123,,timijan
123,,olje za cvrenje 
124,2,pora
124,1 žlica,masla
124,,sol
124,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
124,,kisla smetana 
125,50 dag,belega fižola/tetovca
125,60 dag,na drobno narezane bele èebule
125,4 dl,olja
125,1 žlica,rdeèe paprike
125,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> in sol po okusu"
126,50 dag,svežih gob
126,2 žlici,masla ali olja
126,1,drobno sesekljana èebula
126,1 žlica,"drobno nasekljanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
126,2 žlici,lovske omake iz vreèke
126,3 dl,juhe ali jušne osnove ali vode
126,1 dl,belega vina
126,1 žlica,smetane
127,1 l,èrnega vina
127,"0;5 l ,pomaranènega soka
127,,"nekoliko <a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"
127,6,nageljnovih žbic
127,,kozarec vinjaka
127,2-3 žlice,sladkorja
127,,kocke ledu
127,,mineralna voda
128,1,zavitek tankega vleèenega testa 
128,500 dag,mastne skute ali srbskega sira
128,15 dag,masti ali olja
128,1 dl,radenske
128,malo,soli
129,1 strok,èesna
129,30 dag,sira ementalerja
129,25 dag,sira grojerja
129,1 dl,suhega belega vina
129,1,kozarèek dobrega žganja
129,1 žlièka,jedilnega škroba
129,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
129,malo,nastrganega muškatnega orešèka
130,25 dag,kuhanih testenin ali krompirja
130,30 dag,kuhane cvetaèe
130,2,trdo kuhana jajca
130,3,stroki narezanega èesna 
130,3 žlice,olivnega olja
130,2 žlici,"drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
130,1 žlica,origana
130,2 žlici,masla
130,2 žlici,bele moke
130,3 dl,mleka
130,pol,skodele naribanega sira
130,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po potrebi"
130,,muškatni orešèek
130,,parmezan
131,,o dag kuhanega olupljenega krompirja
131,10 dag,moke
131,l,jajce
131,,sol in malo muškatnega orešèka
132,1,ploèevinka kuhane leèe
132,2,skodeli kuhanih testenin
132,2,skodeli kuhanega riža
132,4 žlice,olivnega olja
132,3 žlice,paradižnikove mezge
132,1,"èebula; narezana na drobno"
132,2 stroka,drobno narezanega èesna
132,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
133,,<b>Nadev: </b>
133,50 dag,mletega mesa
133,1/2,èebule
133,2,zrni èesna
133,3 žlice,paradižnika
133,15 dag,korenja
133,,"origano;<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>;<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>;sol"
133,,<b>Bešamel:</b>
133,1/2,"zavitka masla (<span class=""label-inline"">12 dag"
133,,šest (poravnanih) žlic moke
133,8 dl,mleka
133,,"sol;muškatni orešèek"
134,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zeleno</a> rezanèno testo za lazanje"
134,,<b>Za nadev:</b>
134,1 kg,"špinaèe; kuhane; pretlaèene in sesekljane"
134,90 g,surovega masla
134,250 g,skute
134,,muškatni orešek
134,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
134,1 l,bešamelove omake
134,180 g,sveže nastrganega parmezana
135,,o dag kuhane govedine iz juhe
135,1,jajce
135,,"sol in sveže zmleti <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
135,l žlica,moke
135,malo,timijana
136,30 dag,moke
136,2,jajci
136,,sol
136,,mleko 
137,,"o dag starega kruha; narezanega na kocke"
137,6 dag,belega pšeniènega zdroba
137,l,"žlico drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>;ali drobnjaka"
137,,sol ali kaka zaèimbna mešanica
137,l,jajce 
137,,<b>Za golaž potrebujemo: </b>
137,,o dag soène govedine od vratu
137,l,do 2 žlici mašèobe
137,3,drobno narezane èebule
137,3 žlice,èrnega vina
137,malo,mlete kumine
137,šèepec,timijana
137,2 žlici,rdeèe paprike
137,,juha za zalivanje
137,l žlica,Evo za golaž 
138,,"njoki (lahko pa uporabimo tudi skutine krompirjeve svaljke; raviole ali kaj podobnega )"
138,2 dcl,mleka
138,15 -20 dag,"gorgonzole (tista; ki jo kupimo na kile v trgovini je najboljša; ker ima moènejši okus kot že pakirane variante)"
138,,lonèek kisle smetane
138,,"zaèimbe (po okusu; npr. koperc; šetraj; <a href=""https://www.kulinarika.net/recepti/zacimbe/76/majaron/"">majaron</a> ter seveda sol)"
139,"0;5 kg ,makaronov
139,"0;5 l ,paradižnikove omake
139,25 dag,skute
139,15 dag,pršuta
140,,Ravioli
140,,gorgonzola
140,,suhi jurèki
140,,sladka smetana
140,,maslo
140,,sol
141,pol,kilograma krompirja
141,,"l5 dag moke/pol ostre; pol mehke/"
141,1,jajce
141,,sol in malo naribanega muškatnega orešèka
141,l žlica,margarine ali masla
141,,o manjših sliv
141,,o majhnih kock sladkorja
141,,maslo
141,,drobtine
141,,"sladkor in <a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimet</a> po okusu"
141,malo,soli 
142,40 dag,širokih rezancev kuhanih v slani vodi(prazniènih)
142,80 dag,brokolija
142,3,stroki strtega èesna
142,,olivno olje
142,,vegeta 
142,,"<a href=""https://www2.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
143,1/4 kg,testenin
143,1,konzerva tune (80g)
143,1,kisla smetana
143,2-3,rezine topljenega sira
143,malo,vegete
144,strok,èesna
144,,pesto genovese - z baziliko
144,,olivno olje
144,,zelišèna sol
144,,špageti
145,,<b>Za dve osebi:</b>
145,200 g,špagetov (pol zavitka)
145,3,do 4 zrna èesna
145,,pet žlic olivnega olja
145,,trije sveži paradižniki ali ploèevinka olupljenih pelatov
145,pol žlice,soli
146,50 dag,kuhanih testenin
146,20 dag,prekajene slanine
146,10 dag,pršuta
146,1,manjša èebula narezana na drobno
146,2 stroka,strtega èesna
146,3 žlice,"narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
146,4 žlice,olivnega olja
146,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
146,5 dag,nasekljanega ovèjega sira
146,4 žlice,naribanega parmezana
146,4,jajca
147,350g,testenin 
147,,srednje velika tunina konzerva
147,,sladka smetana
147,,maslo
147,,olive
147,,ribani sir
147,,sol
148,50 dag,testenin
148,,maslo
148,,mleko
148,,moka
148,,zaèinka
149,10 dag,pšeniènega zdroba instant
149,10 dag,parmezana
149,8 dag,masla
149,5 dag,šunke
149,4,jajca
149,,sol
149,,drobnjak
149,,muškatni orešèek
149,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"
150,10 dag,pšeniènega zdroba instant
150,10 dag,parmezana
150,8 dag,masla
150,5 dag,šunke
150,4,jajca
150,,sol
150,,drobnjak
150,,muškatni orešèek
150,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"
151,10 dag,na kocke narezane slanine
151,2 dl,mleka
151,12 dag,belega zdroba
151,1,jajce
151,,sol po okusu 
152,2,jajci
152,8 žlic,belega zdroba
152,,sol po okusu
152,l žlica,drobno narezanega drobnjaka
153,"2;5 skodelice ,mehke moke
153,2 žlici,masla ali margarine
153,žlièka,soli
153,"1;5 žlièke ,sladkorja
153,1 dl,toplega mleka
153,3 dag,kvasa
153,12 dag,masla
153,1,"jajèni rumenjak; zmešan z malo mleka"
155,,<b>Testo:</b>
155,25 dag,moke
155,1 dl,vode
155,žlièka,olja
155,,košèek kvasa (3 dag)
155,,sol po okusu
155,,<b>Nadev:</b>
155,8 dag,prešane šunke
155,15-20 dag,sira (najboljši je polnomastni)
155,,šampinjoni v kisu
155,,kuhani paradižnikovi pelati (lahko iz konzerve)
156,5 dag,kvasa
156,1 žlica,sladkorja
156,3 žlice,mleka
156,,"Te sestavine zmešamo; pokrijemo in pustimo; da kvas naraste."
156,60 dag,grobo mlete ovsene moke
156,25 dag,pšeniène moke
156,3 dl,mlaène vode
156,,sol
156,,mašèoba za pekaè
157,70 dkg,ržene moke
157,30 dkg,bele moke
157,5 dkg,kvasa
157,2 dkg,soli
157,1 dcl,olja
157,4-5 dcl,tekoèine 
158,,".<span class=""label-inline"">5 dag"
158,,".<span class=""label-inline"">5 dag"
158,5 dag,kvasa
158,2 dag,soli
158,25 dag,"izkošèièenega narezanega suhega sadja (sadje lahko zamenjamo s <span class=""label-inline"">15 dag"
158,1 dl,olja
158,1/2 l,tekoèine
159,,<b>Za približno 12 tortilj:</b>
159,450 g,bele moke
159,1 žlièka,soli
159,1 žlièka,pecilnega praška
159,1 žlica,svinjske masti
159,180 ml,hladne vode 
160,,<b>Za 10 skavtskih kruhkov:</b>
160,"0;5 kg ,moke
160,,voda
160,,sol po okusu
160,,<b>Po želji še:</b>
160,10,hrenovk
160,,majoneza
160,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorèica</a>"
160,,paradižnik
160,,kumarice
161,2,jajci
161,3,jedilne žlice moke
161,šèepec,soli
161,,"za pekaè malo mašèobe; potresene z moko"
162,1 kg,rdeèega zelja narezanega na trakove
162,1,"manjša èebula ; narezana na drobno"
162,1,"veèje kislo <a href=""https://www.kulinarika.net/recepti/zacimbe/269/granatno-jabolko/"">jabolko</a>; olupljeno in narezano na košèke"
162,1 žlica,rozin
162,3,"<a href=""https://www.kulinarika.net/recepti/zacimbe/87/nageljnove-zbice-klincki-/"">klinèki</a> ali nekaj zmletega prahu <a href=""https://www.kulinarika.net/recepti/zacimbe/87/nageljnove-zbice-klincki-/"">klinèkov</a>"
162,3 žlice,"olja ali pa masti od gosi; race ali purice"
162,2 žlici,kisa
162,1,kocka sladkorja
162,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
162,malo,muškatnega orešèka
162,nekaj,kuhanih ali peèenih kostanjev
162,1 dl,èrnega vina
162,1,list lovorja
163,1/2 kg,buèk
163,1/4,èebule
163,2 žlici,olja
163,,koper
163,,"<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"
163,1/2,paradižnika
163,1 dl,juhe iz goveje kocke
163,žlica,kisle smetane
163,1 strok,èesna
163,,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
164,20 dag,teleèjih jeter
164,pol,žemlje namoèene v juhi
164,10 dag,slanine
164,l žlica,naribane èebule
164,1 žlica,"drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
164,1,jajce
