id,navodilo
20084,"Por oèistimo in ga na tenko narežemo. Meso in por prepražimo; dodamo sol in poper po potrebi. Posebej razžvrkljamo jajca in olje.""Vzamemo dva lista vleèenega testa. Eno tretjino lista premažemo z jajcem in preklopimo tretino drugega lista - to bo piramidna podlaga.  Na listu testa pustimo malo roba in zaènemo nadevati z mletim mesom po dolžini; približno za 1 cm nadeva. Zvijemo v zvitek. Ponovimo z vsemi listi. Podlago premažemo z jajcem. Zvitke zlagamo na podlago. Zlagamo po štiri zvitke; premažemo z jajcem; potem tri zvitke - premažemo; dva zvitka in na vrhu en zvitek. Vsako vrsto zvitkov premažemo z jajcem. Podlago s krajše strani prepognemo èez piramido; ponovimo še z daljšo stranjo; da so zvitki tesno zviti. Po vrhu premažemo z jajcem in peèemo v ogreti peèici na 180 stopinjah 40-45 minut. Ko je piramida peèena; jo razrežemo."
20085,"Vse sestavine za testo zmešamo in zgnetemo testo. Testo postavimo v hladilnik za 30 minut. Orehe; sladkor; mleko in rum premešamo; da dobimo mazavo maso. ""Beljake in sladkor stepemo v èvrst sneg. Dodamo gres in skuto ter premešamo; da ni grudic.""Vzamemo 3/4 testa iz hladilnika; ostalo vrnemo nazaj. Testo razvaljamo na tenko in damo v pekaè (35 x 24 cm). Èez testo enakomerno premažemo orehov nadev. Èez orehov nadev damo skutni nadev. Vzamemo testo; ki nam je ostalo; in ga naribamo èez skutni nadev. Pekaè damo v ogreto peèico na 180 stopinj in peèemo 30 minut. Ohlajeno narežemo na majhne kockice."              
20086,"Zelenjavo narežemo na veèje kose; popražimo na olivnem olju; zaèinimo z zaèimbami in še malo popražimo. Dodamo precejeno in oèišèeno leèo; premešamo; zalijemo z vodo in pustimo kuhati na srednji temperaturi; da se zelenjava in leèa zmehèata. Po potrebi zalijemo z vodo. Ko je zelenjava zmehèana; s paliènim mešalnikom na fino zmeljemo. Pokuhamo še kakšno minuto; po potrebi zaèinimo; dodamo kakšno žlico kisle smetane in dobro premešamo. ""Toastu odstranimo robove (skorjo);  sredico toasta narežemo na manjše kocke. V kozici segrejemo olivno olje; dodamo sveži timijan in kocke toasta. Popeèemo; da postanejo hrustljavi in zlate barve. Krutone stresemo na papirnato brisaèo; da se popivna olje. ""Juho postrežemo z žlico kisle smetane; domaèimi krutoni in popeèenim timijanom."
20087,"V posodo stresemo moko; na sredini naredimo vdolbino;  dodamo zdrobljen kvas in eno malo žlièko sladkorja ter prelijemo z mlaènim mlekom. Pustimo stati nekaj minut; da naredi peno. Dodamo še ostale sestavine in testo oblikujemo v kroglo. Pustimo vzhajati eno uro.  Nato pomokamo delovno površino in razvaljamo testo 30 x 20 cm in na pribl 1 cm debelo. Testo premažemo s stopljenim maslom in posujemo s cimetom in sladkorjem. Narežemo testo na trakove in jih polagamo èez drugo. V pekaè damo peki papir in naložimo kvadratke v pekaè in pustimo poèivati še pol ure. Med tem segrejemo peèico na 180 stopinj in peèemo 30 minut. "
20088,"Kraèe solimo in popramo; potem jih na olju z vseh strani dobro popeèemo. Popeèene damo v peèico na rešetko ter jih pri 80 °C poèasi peèemo približno 4 ure. Pod rešetko postavimo posodo; v katero bo odtekal mesni sok. ""Po približno 3 urah peke; korenje; zeleno; por in èebulo narežemo na približno 1 cm velike kocke ter jih v velikem loncu prepražimo na olju. Dodamo in na kratko prepražimo še mezgo. Vse skupaj najprej zalijemo z vinom; nato pa še z juho in mesnim sokom; ki se je nabral v posodi pod rešetko. Dodamo brinove jagode in lovorjeva lista ter poèasi kuhamo približno 1 uro. ""Po približno štirih urah peke; kraèe vzamemo iz peèice; jih položimo na zelenjavo in vse skupaj kuhamo še 30 minut. Kraèe vzamemo iz posode in jih postavimo na toplo. Omako najprej precedimo skozi fino cedilo; nato jo še enkrat na kratko prevremo. Na koncu jo obogatimo še z brusniènim džemom in sladko smetano. "
20089,"Korenèek in sir drobno naribamo; èesen stisnemo (ali drobno nasekljamo) in v posodi s paliènim mešalnikom zmešamo vse naštete sestavine. Damo v hladilnik za eno uro. Nato napolnimo (po možnosti silikonski) model za mafine. V vsako vdolbino damo eno žlico mase. Na vrhu poravnamo z mokro žlièko. Peèemo 20 minut na 180 stopinjah."              
20090,"2/3 mleka zavrite z vanilijevim strokom. Rumenjake; sladkor; škrob; moko in preostalo mleko zmešamo v gladko maso. Ko mleko z vanilijevim strokom zavre; poberemo strok iz vrelega mleka; ga razpolovimo in postrgamo notranjo stran stroka; ter to »postrgano notranjost« vrnemo v vrelo mleko. V vrelo mleko vkuhamo rumenjakovo - pudingovo maso. Ko se dodobra zgosti; zmes odstavimo in ji vmešamo maslo ter pustimo; da se ohladi. Ohlajeni zmesi primešamo stepeno smetano (da dobimo homogeno kremo; je najbolje; da to naredimo z mešalnikom - mikserjem).""Vsak piškot na kratko pomoèimo v mešanico mleka in ruma; na stran piškota; kjer je sladkor; namažemo kremo; ga pokrijemo z drugim piškotom; ki je prav tako pomoèen v mešanico mleka in ruma; ter povaljamo v kokosu."
20091,"Vzamemo manjši pekaè; posodo; kar nam je pri roki (jaz uporabim manjši pekaè 25x30 cm z višjim robom). Vanj v eno vrsto zložimo maslene kekse; ki jih pomoèimo v mleko. Nato kekse obložimo z višnjami ali drugim sadjem. Sledi nova plast v mleko namoèenih keksov. V pol litra mleka skuhamo puding z okusom po želji in sladkamo po okusu; nato pa puding prelijemo èez višnje. Poèakamo; da se ohladi (prbl. pol ure); stepemo sladko smetano ter jo razmažemo èez puding. Posujemo z ribano èokolado ali èem drugim. Damo v hladilnik za najmanj eno uro; da se keksi prepojijo in da sladica postane soèna. "
20092,"V meso naredimo luknjo; v katero potlaèimo sirove palèke. Nato meso zaèinimo s soljo; poprom; èesnom in timijanom in na hitro opeèemo v ponvi.""Predenemo na krožnik; da se ohladi in ovijemo s slanino. Predenemo v pekaè; na katerega smo dali žlico olivnega olja; zraven poljubno dodamo zelenjavo in zalijemo z vinom; juho ali vodo s kocko. Peèemo 45 minut. Po potrebi zalivamo in dodajamo tekoèino.""Preden jo razrežemo; jo za 10 minut pustimo pokrito s folijo izven peèice. "
20093,"V trdo skuhamo jajca ter jih ohladimo. Zmešamo majonezo; kislo smetano in gorèico. Jajca olupimo in jih narežemo. Narežemo še šunko in stresemo k ostalemu. Vse skupaj previdno zmešamo. Drobnjak dobro operemo in mu odstranimo rjave listièe. Na drobno ga sesekljamo ter z njim posujemo solato."
20094,"Tablico èokolade razlomimo na košèke; jo damo v kozico; dodamo 2 veliki žlici mleka in na majhnem ognju segrevamo. Ko se èokolada razstopi; poèasi dolijemo mleko in nenehno mešamo. Dodamo sladkor in cimet po okusu."
20095,"Olupljene krompirje skuhamo v osoljeni vodi. Ko so kuhani; jih precedimo in pretlaèimo skupaj s fižolom. S pomoèjo elektriènega mešalnika dobimo pire; ki ga potrebujemo za mehko in prožno testo. Vmešamo jajca; stopljeno maslo in malo veè kot polovico moke ter na hitro vgnetemo testo. Med gnetenjem testa dodajamo preostalo moko; kolikor je potrebno; da dobimo lepo oblikovani hlebèek. Iz testa izoblikujemo njoke. Na pomokani deski iz testa najprej naredimo dolg svaljek; nato s topo stranjo noža razdelimo svaljek na manjše; približno 2 cm dolge njoke. Postopek ponovimo tolikokrat; dokler nam ne zmanjka testa.""Repo stresemo v osoljen krop in kuhamo na zmerni temperaturi približno 30 minut. Medtem na maslu ali masti prepražimo èebulo in èesen. Dodamo na drobno nasekljano slanino; ocvirke in vse skupaj pražimo toliko èasa; da se slanina in ocvirki hrustljavo zapeèejo. Sestavinam dodamo nekaj repine vode; lovorov list; sol; poper in repo; ki smo je pred tem dobro odcedili. Vse sestavine dobro pretresemo in kuhamo še približno 10 minut.""Na kuhalno plošèo pristavimo veèjo posodo z vodo; ki jo osolimo in zavremo. Njoke polagamo poèasi v krop; da se ne bi med kuho zlepili. Ko priplavajo na površje; so kuhani in jih odcedimo.""Repi dodamo njoke; vse skupaj dobro pretresemo in serviramo na krožnik. Okrasimo še z rezinami popeèene slanine in jed je gotova."              
20096,"Beljake stepemo v sneg. V drugi posodi zmešamo sladkor; vanilijev sladkor in rumenjake; mešamo toliko èasa; da rumenjaki lepo narastejo. Nato dodamo mleko in olje; zmešamo. Na koncu dodamo še moko; pecilni prašek in kakav. Zmes dobro premešamo in ji dodamo še stepene beljake. Beljake nežno vmešamo. Pripravljeno maso damo v pekaè (tortni model 26 cm premera). Pekaè damo v vnaprej ogreto peèico na 180 stopinj; peèe se 7 - 12minut; odvisno od peèice.""Ko se biskvit peèe; pripravimo nadev. Višnje narežemo na manjše košèke in jih stresemo v posodo z vsemi ostalimi sestavinami in zmešamo.  ""Peèeni biskvit navlažimo z dvema žlicama višnjevega soka; nato nanj razporedimo nadev. Pekaè z biskvitom in nadevom damo ponovno peèi v ogreto peèico na 180 stopinj; peèemo še 8 minut. ""100 g višenj zrežemo na polovice. Po navodilih na embalaži pripravimo preliv za torte; namesto vode uporabimo višnjev sok iz kompota. ""Ko je peèeno; na nadev položimo višnjeve polovice - malo jih potisnemo v nadev in prelijemo s prelivom. ""Pecivo se mora; preden ga razrežemo; res dobro ohladiti; saj topel nadev steèe; priporoèam; da stoji na hladnem vsaj kakšne 4 ure."
20097,"V skledi premešamo moko; sol in sodo bikarbono; nato dodajamo vodo in zamesimo testo ter po potrebi dodamo malo moke.""V zelo vroèo ponev damo testo brez vzhajanja; pokrijemo in zmanjšamo plin na minimum."Na vsaki strani peèemo cca. 10 minut - OBVEZNO POKRITO.                                          
20098,"V moko; v katero je vmešan pecilni prašek; nadrobimo  margarino ter z naribanim korenèkom in sladkorjem vgnetemo testo. Testo razvaljamo ter ga v peèici speèemo do polovice (cca. 10 minut na 180 stopinj); nato ga prekrijemo z dušenimi jabolki ter peèemo pri 180 stopinjah še približno 20 minut. Ko je pita peèena; jo razrežemo na poljubno velike košèke."
20099,"Raco operemo pod mrzlo vodo; dobro osušimo zunaj in znotraj s papirnato brisaèo; solimo; popramo; zunaj in znotraj; ter jo zavijemo v prozorno folijo in pustimo poèivati èez noè! Drug dan narežemo jabolka na krhlje; po želji lahko dodamo malo kruha v kockah; napolnimo odprtino in zašijemo! ""Peèico segrejemo na 200 stopinj; peèemo približno uro in pol do dve uri; seveda odvisno od velikosti raèke. Na mrežo jo damo s prsmi navzdol; pod mrežo pa nalijemo v posodo 3-5 dl vode; da vsa odveèna mašèoba steèe v posodo; vmes jo s to tekoèino tudi malo polivamo. 20 minut preden je peèena jo namažemo z malo piva; da dobi zlato rjavo barvo in hrustljavo kožo! Po želji lahko pivo nadomestimo z medom. ""Raco serviramo takoj; priloga je pa stvar vaše domišljije. Meni osebno je všeè sladko rdeèe zelje in v krhljih peèen krompir z rožmarinom. Manjkati  seveda ne sme kak kozarèek ali dva vina po vašem izboru."
20101,Malo svinjsko ribico narežemo na debelejše kolobarèke (oz. medaljone). Iz vseh strani jih namažemo z gorèico in malce posolimo. Nato jih s strani ovijemo v slanino ali pršut.Èebulo narežemo na kolobarje."Vzamemo pekaè; ga namažemo z maslom in nanj razporedimo kolobarje èebule. Preko damo svinjske medaljonèke in nanje položimo kosme masla.""V peèici; segreti na 180 stopinj peèemo 30 minut.""Medtem v loncu segrejemo Zdenka sir; skuto; smetano; poper ter peteršilj. Mešanico zaèinimo s soljo in zlijemo preko peèenih medaljonèkov. Vrnemo v peèico še za 10 minut.""Zraven lahko ponudimo riž; krokete; špecle; dušeno zelenjavo..."Pa dober tek :)              
20102,"Skuhamo ajdovo kašo (cca. 15 minut) in jo ohladimo. Korenje nastrgamo in naribamo; na drobno sesekljamo rdeèo èebulo; èesen; peteršilj (ali drobnjak). V hladno ajdovo kašo vmešamo vso zelenjavo; dodamo jajci; solimo in popramo po okusu. Masa pride bolj mokra; zato jih oblikujemo šele v vroèi ponvi; ki naj bo premazana z malo olja - za 1 polpet damo 2 žlici mase; ki jo ""potapkamo"" z žlico. Polpete obrnemo zelo previdno; ker so krhki."
20103,"Iz vseh sestavin zamesimo testo. Na tanko ga razvaljamo in iz njega razrežemo piškote razliènih oblik. Položimo jih v namašèen in z moko potresen pekaè. Peèemo jih pri 160 stopinjah in sicer od 10-15 minut; odvisno od vaše peèice. "                                                        
20104,"Iz vseh sestavin zamesimo testo in ga dobro pregnetemo z rokami ali pa z mešalnikom. Testo razvaljamo; ampak ne preveè na  tanko. Iz testa izrežemo piškote po svojih željah. Naložimo jih v namašèen in pomokan pekaè in jih peèemo 10-15 minut pri 160 stopinjah. "                                                        
20105,"Žemlje; ki so stare vsaj en dan; narežemo na tanke rezine in jih položimo na dno pekaèa ter polijemo s segreto smetano. Nato jih potresemo z rozinami; sladkorjem in cimetom. Postopek ponovimo; še enkrat ali dvakrat; odvisno od velikosti pekaèa. Ko smo konèali; dobro stepemo mešanico iz jajc; mleka in malo moke; sladkor dodamo po okusu. S to sladkano  mešanico polijemo pogaèo. Peèemo jo v peèici na 180 stopinjah približno 40 - 50 minut."                                          
20106,Por operemo in posušimo. Narežemo. V ponev damo malo olivnega olja in na hitro prepražimo por. Dodamo 2 zmešani jajci in sol po okusu . Mešamo in speèemo.Po krožniku razporedimo krhlje mandarine. V sredino stresemo peèena jajèka s porom. Potresemo z rdeèo papriko.
20107,Iz navedenih sestavin zamesimo testo in ga damo v hladilnik za pol ure. "Èokolado nalomimo; prilijemo smetano in stopimo na šibkem ognju. Ko se èokolada stopi; dodamo metin ekstrakt in dobro premešamo.""Delovno površino izdatno posujemo s sladkorjem v prahu; damo gor testo; ki ga prav tako posujemo s sladkorjem v prahu in razvaljamo na tenko. Izrezujemo z modelèkom in zlagamo na pekaè; obložen s papirjem za peko. "Peèemo 5-7 minut v peèici ogreti na 170 stopinj. Peèene piškote ohladimo."Ko so piškoti ohlajeni; jih namažemo s èokoladnim nadevom in pokrijemo z drugim piškotom. Piškote damo na hladno; da se èokolada strdi; potem jih okrasimo po želji."                            
20108,"Papriko narežemo na kocke. Èesen in peteršilj nasekljamo in položimo po papriki. Vse ostale sestavine zmešamo in polijemo po papriki. Pokrito naj stoji na hladnem 24 ur. Vmes dva do  trikrat premešamo. Naložimo v kozarce (prekuhane; ohlajene) in zalijemo s tekoèino. Ne tlaèimo moèno v kozarce! Naj vas ne moti; ker tekoèine v kozarcih ni veliko."
20109,Skupaj presejemo suhe sestavine in zmešamo skupaj mokre sestavine. Zamesimo mehko in voljno testo (po potrebi dodamo malo veè ali malo manj mleka). "Na pomokani površini takoj razvaljamo testo do debeline približno 5 mm in ga razrežemo v poljubne oblike: pravokotnike z zarezo v sredini; kroge z dodatnim krogom v sredini itd. Z zarezovanjem oblik v sredini se omogoèi; da se testo lepo enakomerno speèe.""Segrejemo za približno dva prsta olja in na srednje moèni temperaturi peèemo mekike na obeh straneh do zlato - rjave barve; kar ne traja zelo dolgo - po nekaj minut na vsaki strani. Testo mora plavati v olju.""Odložimo jih na krožnik; obložen s papirnatimi servietami; da se vpije odveèna mašèoba.""Lahko jih potresemo s sladkorjem v prahu ali pa jih jemo z marmelado; Nuttelo; skuto; sirom; ... po lastni želji."                            
20110,Najprej olupimo banani in ju prerežemo na pol. Listnato testo razrežemo na 4 enako velike kose in jih premažemo s sokom stisnjene limone in žlièko sladkorja. Banane zavijemo v testo in peèemo 30 minut pri 180 stopinjah. Med tem skuhamo puding po navodilih na embalaži. Peèene banane in puding po želji dekoriramo. Dober  tek!
20111,"Sesekljamo èebulo in jo popražimo na olju. Popraženi dodamo na majhne kocke nasekljano papriko in pražimo 10 minut; nato dodamo nasekljan paradižnik in ko se razpusti; še omako. Kuhamo toliko èasa; da se paprika omehèa in zaèinimo s soljo in poprom. Ko ugasnemo plin; dodamo kislo smetano in dobro premešamo.""Tortiljo položimo v ponev - sama najraje uporabljam ponev za palaèinke; saj ima ravno dno; in jo popeèemo do zlato - rjave barve na eni strani. Nato jo obrnemo in položimo nanjo sir in omako ter prepognemo na pol in postrežemo."
20112,"Vse sestavine zmešamo skupaj; dobro zgnetemo in razdelimo na 16 delov. Oblikujemo kroglice in jih zvaljamo na tanko. Položimo v ponev in speèemo."
20113,"Skupaj zmešamo vse suhe sestavine. Z elektriènim mešalnikom zmešamo mokre sestavine; nato pa jih primešamo k suhim sestavinam. Ne mešamo dolgo - v zmesi naj ostane nekaj grudic; da muffini pridejo bolj rahli.""Pekaè za muffine obložimo s papirèki za muffine. Napolnimo jih (ne do roba); na koncu lahko po vrhu že vlite mase nadrobimo nekaj malih košèkov èokolade."Peèemo v predhodno ogreti peèici pri 240 stopinjah (brez ventilacije) 15 minut.                                          
20114,"Zmešamo sestavine za biskvit in peèemo na 180 stopinjah približno 30 minut. Ko je biskvit peèen; ga polijemo z 2 dl toplega oz. vroèega mleka. ""Nadev naredimo tako; da stepemo sladko smetano; s paliènim mešalnikom zmeljemo 2 banani in ju vmešamo k smetani; dodamo limonin sok. "
20115,"Najprej naredimo kvasec:  v posodo nadrobimo kvas; dodamo žlico sladkorja; 1/2 dl mlaènega mleka  in dve žlici moke; ter pustimo; da poèasi zaène vzhajati. Med tem v veèjo posodo stresemo moko; ki smo ji dodali žlièko soli. V sredino naredimo jamico in vanjo damo  stepene rumenjake; stopljeno maslo ali margarino;  sladkor; mlaèno mleko in kvasec. Vse  to dobro zmešamo in pregnetemo. Testo pokrijemo s krpo in damo vzhajati za približno 30 minut."Med tem pripravimo nadev in sicer zmešamo vse sestavine."Ko je testo dobro  vzhajano; ga razvaljamo na tanko in premažemo s toplim nadevom. Po nadevu potresemo še zmlete suhe orehe. Potico tesno zvijemo in damo še enkrat vzhajati za približno 30 minut  v namašèen  pekaè ali na peki papir. Potico peèemo približno 1 uro na 180 stopinjah. Preden damo potico peèi; jo prepikamo; da ne odstopi skorja. Peèeno potico takoj pokrijemo z vlažno krpo; dokler se ne ohladi.               "                                                                                    
20116,"Najprej naredimo kvasec: v posodo nadrobimo kvas; dodamo žlico sladkorja;  2 žlici moke in 1/2 dl mlaènega mleka. Pustimo; da poèasi vzhaja.  Med tem v veèjo posodo damo moko; kateri smo dodali sol; prepražene ocvirke;  stepena jajca; ostalo mlaèno mleko in kvasec.  Vse skupaj dobro premešamo in pregnetemo; da dobimo voljno testo; ki ga damo vzhajati za približno 30 minut. Ko je testo dovolj  vzhajalo;  naredimo okrogle kolaèke po svoji želji in jih primerno oddaljene zložimo  enega  zraven drugega v pomašèen  pekaè ali peki papir.  Pustimo jih vzhajati  še kakšnih 30 minut. Preden jih damo v peèico; jih namažemo s stepenim jajcem in po želji potresemo še s kumino ali z razliènimi semeni; po želji.  ""Peèemo jih na 180 stopinjah približno 30- 40 minut; da postanejo zlato - rjave barve.   Kolaèki so najbolj dobri še topli; sveže peèeni."                                                        
20117,"Èebulo in èesen sesekljamo; pražimo do zlato - rumene barve. Med tem èasom sesekljamo buèke na kolobarje in nato še na èetrtinke. Dodamo k èebuli in èesnu ter dodamo sol; poper in vegeto. Pražimo toliko èasa; da buèke spustijo vodo ter spremenijo barvo. Nato dodamo še tuno in origano. Pražimo še nekaj minut; ni pa nujno. Dodamo še sirèke; mešamo; da se enakomerno raztopijo. Vlijemo smetano za kuhanje in mešamo; da zavre in omaka je pripravljena.""Èe je omaka pregosta; jo lahko redèite z mlekom."
20118,"Na maslu dušimo deset minut na drobno narezan korenèek; sesekljano steblo zelene ter sesekljane èebulice; ki smo jih predhodno oplaknili. Dodamo razkosanega in  pomokanega pišèanca (pišèancu odstranimo kožo) ter vino. Dušimo toliko èasa; da vino izpari. Dodamo na kocke narezane vložene pelate in vodo. Solimo; popramo.""V pokriti posodi ter na nizki temperaturi dušimo približno pol ure. Dodamo dobro odcejene gobe; ki smo jih predhodno namoèili v topli vodi ter dušimo še približno 15 minut. Na koncu dodamo smetano ter kuhamo še nekaj minut. Ponudimo s sirovimi ravioli."
20119,"Peèico segrejemo na 180 stopinj. Vse sestavine zmešamo skupaj; testo naj bo gladko in ne pregosto. Èetrtino testa vlijemo v ponev (od palaèink); takoj dodamo poljuben nadev (keèap; salama; sir; zelenjava...). Peèemo približno pet minut; da se spodaj naredi lepa skorjica. Pico prestavimo v pekaè; obložen s peki papirjem. Pico zapeèemo še po vrhu; peèemo približno pet minut. Postopek ponovimo še s preostalimi picami. Dober tek!"
20120,"Speèemo èokoladno testo kot za rulado. Stopimo èokolado in maslo; ter vmešamo rumenjake in sladkor. Dodamo èokoladno maso; moko in pecilni prašek; na koncu previdno vmešamo sneg. Peèemo na peki papirju 10 minut na 180 stopinj. Biskvit ohladimo (pokrijemo z vlažno krpo) in kasneje zrežemo na 4 enako velike kose (torta je kvadratna).""S paliènim mešalnikom spasiramo borovnice in 2 žlici sladkorja v prahu; da nastane gosta masa. "Stepemo pol litra sladke smetane z dvema zvrhanima žlicama sladkorja v prahu. V gosto borovnièevo maso dodamo približno 5 polnih žlic stepene smetane in zmešamo v temno vijolièno kremo (za dve plasti kreme).<b>Zlaganje torte:</b>- biskvit + temna vijolièna krema- biskvit + sladka smetana- biskvit + temna vijolièna krema- biskvit + ostanek vijoliène kreme zmešan z ostanki sladke smetaneTorte dodatno ne okrašujemo in ob straneh pustimo plasti vidne. 
20121,"Meso grobo sesekljamo; dodamo jajca; sir; namoèen kruh; sol in poper. S kuhalnico dobro in enakomerno premešamo.""V pomašèen ter z drobtinami posut pekaè vložimo maso ter na vrh položimo na pol prerezan korenèek; ki ga potlaèimo v maso."V ogreti peèici na 180 stopinjah peèemo 20 do 25 minut.Buèko operemo ter jo prerežemo na 4 dele (èe je velika)."V slanem kropu kuhamo 10 minut. Dobro odcedimo; po potrebi še solimo; dodamo smetano ter veliko èesna v prahu. Meljemo ter ponudimo zraven narastka."
20122,"Kislo zelje skuhamo v toliko vode; da je prekrito za kakšen prst. Dodamo mu lovorjev list; ki ga kasneje vzamemo ven. Ajdovo kašo skuhamo v rahlo slani vodi al dente. Èebulo nasekljamo in jo pražimo na malo olja; da ne postekleni; malo jo solimo; da se prej zmehèa; dodamo mleto meso in med praženjem veèkrat premešamo. Solimo in popramo po okusu; èe je zelje zelo slano; solimo manj""Vzamemo veèji globok pekaè in ga namastimo z oljem; po celotnem enakomerno razporedimo polovico zelja. Dodamo debelo plast ajdove kaše; sledi plast mesa. Nato potresemo z naribanim sirom in pokrijemo s preostankom zelja. Prelijemo z razžvrkljanimi jajci in kislo smetano.""Peèemo na 200 stopinjah; dokler ne nastane zlato - rjava skorja."              
20123,"Peèico segrejemo na 170 stopinj. Rumenjake in beljake loèimo. Rumenjake penasto zmešamo; dodamo ostale sestavine. Nato maso dodamo k stepenim beljakom in vse skupaj zmešamo. V pekaè damo peki papir in maso vlijemo nanj. Peèemo cca. 35-40 minut. "
20124,"Rumeno kolerabo olupimo z nožem za lupljenje krompirja in odstranimo vse olesenele in zelene dele. Bolj ko je koleraba mlada; manj ima olesenelih delov.""Kolerabo narežemo na palèke široke približno 1 cm; da zgleda kot pomfrit.""Že narezano kolerabo damo v posodo s hladno vodo tako; da je vsa kolerabo pokrita. Kolerabo kuhamo do vretja in pustimo da vre cca. 1 do 5 minut; odvisno od njene starosti.""Kolerabo po kuhanju odlijemo v cedilo tako; da v posodi ni veè vode. Kolerabo stresemo nazaj v posodo in dodamo približno 2 žlici jedilnega olja in sladko rdeèo papriko v prahu. Posodo pokrijemo in z rahlim tresenjem premešamo kolerabo. V plitev pekaè za peèico razgrnemo peki papir tako; da je v celoti pokrit; najbolje je; da je tudi rob pokrit.""Na peki papir razporedimo kolerabo; da je èim bolj enakomerno razporejena. V ventilacijski peèici peèemo na temperaturi 175 stopinj cca. 45 minut. ""Po peki stresemo kolerabo v primerno posodo; solimo in premešamo kot navaden pomfrit in postrežemo. "              
20125,Sokove zmešamo v kozarcu (naj bo vsakega približno 1). Po potrebi dodamo vodo in za konec vmešamo èajno žlièko medu.
20126,"Med seboj zmešamo vse ""suhe"" sestavine. Moko; pecilni prašek; sladkor; vanilijo. V to zmes narežemo na listièe narezano maslo; malo pregnetemo; dodamo razžvrkljana jajca in dobro premesimo. Testo postavimo v hladilnik za cca. eno uro. Lahko ga razdelimo na veè delov; v vsak del pa lahko poljubno vmešamo: kokos; kakav; mlete orehe; mlete mandlje; marcipan; Nutello; instant kavo  ali kapuèino; ........po želji in domišljiji. Testo razvaljamo na tanko in se poigramo še z obliko piškotov."              
20127,"Vzamemo lososov file; odstranimo kožo in morebitne košèice. V multipraktik damo narezan lososov file; dodamo malo olivnega olja; limoninega soka; pol rdeèe ali zelene paprike; sol in poper; peteršilj; èesen; ingver po okusu in zadevo zmeljemo. Preden ga postrežemo; ga damo za nekaj ur v hladilnik; da se okusi lepo povežejo."
20128,"V posodi zmešamo maline; med in chia semena ter poèakamo; da zavre. Ko zavre; zmanjšamo ogenj in kuhamo približno 15-20 minut. Na koncu vmešamo še vanilijo in vse skupaj prenesemo v kozarec. Ko se marmelada ohladi; jo lahko hranimo v hladilniku veè tednov."
20129,"Vse sestavine zmešamo v elektriènem mešalniku in zlijemo v kozarec. Ker je smoothie kar gost; ga lahko zlijemo tudi v skodelico za kosmièe in po njem posujemo muesli. "Zelo je okusen tudi z dodatnimi košèki ananasa ali s kivijem.
20130,"Olupljen krompir narežemo na manjše kose in kuhamo v kropu približno 10 minut. Ko se ohladi; ga zgnetemo z vilicami v pire.""V veliki posodi združimo meso; krompir; šalotko; jajce; koper; sol in poper.""Dobro pregnetemo; da se vse lepo skombinira. Oblikujemo v kroglice.""V veliki ponvi pogrejemo zmes masla in olja in dodamo mesne kroglice; v dveh rundah.""Ko so kroglice peèene in hrustljave; jih odstranimo iz ponve.""Sedaj se lotimo omake: v drugo ponev vržemo malo masla/olja/sokov; ki so ostali v ponvi; dodamo limonin sok in jušno osnovo in moko; dobro skombiniramo; da ni grudic.""Dodamo kislo smetano in sol in poper po potrebi. Ko je omaka prave konsistence; enostavno dodamo mesne kroglice."              
20131,"V posodo zlijemo pivo in vodo ter dodamo klinèke; cimetovo skorjo; približno 1 cm debelo rezino pomaranèe; ingver in sladkor. Èe imamo le cimet v prahu; ga dodamo na koncu; ko se zmes že ohlaja; saj lahko povzroèi spektakularno penjenje zmesi (preverjeno).""Mešanico kuhamo dokler ne zavre; tj. približno 15 minut. Potem hitro ugasnemo; saj se lahko moèno speni in velièastno skipi (preverjeno).""Poèakamo nekaj minut; da se malo ohladi; nato pivo nalijemo v kozarce in postrežemo."
20132,"Èe imamo zamrznjene rakove repke; jih odtalimo in odcedimo; sveže dobro obrišemo.""Mango olupimo; odstranimo košèico in narežemo na pol cm tanke rezine; te potem na trakove in trakove na kockice. Enako naredimo z avokadom. Oboje pokapljamo s sokom ene limete.""Koriander in kapre sesekljamo; šalotko zrežemo na drobne kockice. Paradižniku odstranimo semenje in tekoèino in ga narežemo na majhne kocke.""Vse skupaj damo v primerno skledo; dodamo rakove repke; sok druge limete; solimo in popramo ter narahlo premešamo. ""Preden postrežemo; pustimo v hladilniku uro ali dve; da se sestavine prepojijo."
20133,"Vse sestavine dobro premesimo in pustimo testo vzhajati. Jaz pustim vzhajati vsaj 1 uro. Testo razdelimo na 2-3 pladnje (èe imate raje debelo testo; na 2 pladnja; èe pa tanjše; na 3) in dodamo nadev po želji. "Pizzo peèemo na najveèji možni temperaturi 15-20 minut. 
