id, [kolicina; sestavina]
075, [1 kg; puranovih ali pišèanèjih prsi; ; "sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> in rdeèa paprika po okusu"; 1 žlica; drobno narezanega timijana; 3 žlice; masla; 1 dl; suhega vina; 1; veèja žlica smetane; 1 žlica; "<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorèice</a>"; 1; skodela naribanega sira; 3 žlice; kruhovih drobtin; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"]
076, [2; teleèji kraèi; 2 stroka; strtega èesna; ; "sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> ali zaèinka"; ; mašèoba za peèenje; ; juha za zalivanje]
077, ["0;5 kg ; pišèanèjih prsi; 30 dag; "mešane zelenjave (paprika; grah; korenèek)"; 20 dag; steklenih rezancev (lahko so tudi navadni špageti); ; "sojina omaka; olje; kis; sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>; curry"; 1 velika žlica; gustina oz. škroba]
078, [15-20dag; pišèanèjega fileja na osebo; "1;5 dcl ; olivnega olja; 3-4; glave èebule; 4-5; strokov èesna; 1 èajna žlièka; rjavega sladkorja (lahko tudi navadnega); 1 èajna žlièka; soli; 1 èajna žlièka; curryja; 1 èajna žlièka; vegete; 1dcl; belega vina; 100-150g; kokosove moke; 2dcl; mleka; 2dcl; vode; ; sok pol limete (lahko limone)]
079, [1; pišèanec; 1; kozarec kisle smetane; 2-3; stroke èesna; 2-3; trdo kuhana jajca; 3-4; kisle kumarice; ; olje; ; sol; ; olje]
080, [1/2 kg; kislega zelja; 50 dag; svinjskega mesa; ; riž; 1; èebula; ; vegeta; 2; lovorova lista]
081, [; o dag mletega mesa; nekaj; v mleku namoèenega in ožetega kruha; 1; jajce; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"; žlica; "drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"; ; kruhove drobtine v katere povaljamo polpete.]
082, [25 dag; mlete nemastne junetine; 25 dag; mlete nemastne svinjine ali perutnine; 25 dag; skute; ; "sesekljan <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"; 12 dag; kruha kruha; ; mleko; 2; jajci; ; morska sol; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/76/majaron/"">majaron</a>"; ; èesen; ; kruhove drobtine]
083, [; "o dag tenkih rezin purana; teletine ali svinine"; 3 žlice; sojine omake; l žlièka; nastrganega ingverja; 2 stroka; strtega èesna; l žlica; sezamovega olja; l žlièka; sladkorja; 2 žlici; suhega vina; ; moka ; ; jajce; ; kruhove drobtine]
084, [4; tenki zrezki potolèeni (meso mora biti od šimbasa); ; "na debelo zmleti <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; ; sol po potrebi; 1 velika žlica; masla; 1 dl; belega vina ali konjaka; 1 žlièka; masla]
085, [; ".<span class=""label-inline"">5 kg"; 3 žlice; olja; 2; "èebuli ; narezani na drobne košèke"; 2 stroka; strtega èesna; 10 dag; na drobno narezane prekajene slanine; 2; olupljena in na košèke narezana paradižnika; 1 žlica; paradižnikove mezge; 3; "do <span class=""label-inline"">4"; pol žlièke; "<a href=""https://www.kulinarika.net/recepti/zacimbe/76/majaron/"">majarona</a>"; malo; muškatovega orešèka; ; vejica rožmarina; 2; "nageljnovi žbici ali <a href=""https://www.kulinarika.net/recepti/zacimbe/87/nageljnove-zbice-klincki-/"">klinèka</a>"; 1 velika žlica; rdeèe paprike; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"; 2 dl; belega vina; 2 dl; èrnega vina; 2 žlici; kisle smetane]
086, [; <b>Za kilogram in pol srninega hrbta potrebujemo: </b>; 2; "veèja korena; narezana na rezine"; 1; "korenino <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>; narezanega na rezine "; nekaj; "narezane <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelene</a>"; 3; stroki narezanega èesna; ; "lo zrn <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>"; ; lo zrn pimente; 2; lista lovorja; 8; zrn brinovih jagod; 1; vejica timijana; nekaj; limoninega olupka; ; lo dag slanine; 7 dl; juhe ali vode z jušno kocko; l dl; dobrega èrnega vina; 1 žlica; smetane; l žlica; masla; l žlica; moke; 1; "èebula; narezana na rezine"]
087, [2; svinjska zrezka; 1; "paradižnik; narezan na košèke"; ; drobno sesekljan èesen po okusu; 1 žlica; "drobno sesekljanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorèica</a>"; "1;5 dl ; dobrega svetlega ali temnega piva; ; sol; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> "; ; ingver]
088, [; <b>Za 4 obroke: </b>; 4; "debele svinjske zarebrnice (<span class=""label-inline"">1;2 - 1;4 kg"; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; žlica; olja; 20 g; surovega masla; 2; na listke narezani èebuli; 2; "olupljeni; razpeèkani; na obroèke narezani kisli jabolki"; 3 žlice; calvadosa; žlica; moke; 375 ml; teleèje osnove; šèepec; muškata; 175 ml; creme fraiche ali creme double; ; to je smetana; ; <b>Za prilogo: </b>; 30 g; surovega masla; 2; "èvrsti namizni jabolki; neolupljeni; brez pešèišèa; zrezani na 1 cm debele obroèke"; 2 žlici; sladkorja]
089, [1 kg; mehkega svinjskega mesa; ; svinjska mrežica; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"; 1 žlièka; zmlete kumine; 3; stroki strtega èesna; 1 žlièka; "vloženega <a href=""https://www.kulinarika.net/recepti/zacimbe/44/hren/"">hrena</a>"; ; mašèoba za peèenje ; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"]
090, [4; svinjski zrezki; 3-4; stroki èesna; ; Vegeta ali Zaèinka; ; sol; ; mešanica zaèimb za svinjino; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; ; drobno mleti èesen; ; drobno mleta èebula; ; juha iz goveje kocke; ; kisla smetana ]
091, [; Prekajena šunka; žlièka; zmlete kumine; ; list lovorja zmlet v prah; ; "moka; kvas; sladkor"]
092, [40 dag; goveje pljuène peèenke; ; sol; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; ; zmleta kumina; malo; rdeèe paprike; ; zdrobljeni sardelni file; ; nastrgana šalotka; ; drobno nasekljani kapri; žlièka; "<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorèice</a>"; žlièka; majoneze; žlièka; zmehèanega masla; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"; ; rumenjak ]
093, [; teleèja kraèa; 3 žlice; suhega žajbla (predvsem cvetovi); 1 žlica; suhega rožmarina; 3 žlice; olivnega olja; ; sol; ; "sveže mleti bel <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; 1l; teleèje osnove (lahko tudi goveja juha ali voda)]
094, [4; svinjski zrezki; ; sol; ; majoneza; 2; "<a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zeleni</a> papriki"; 4; rezine sira; ; "moka; jajce in drobtine za cvrtje"; ; sol]
095, [20 dag; zmletega govejega mesa; 20 dag; pšeniènega zdroba instant; 4 dl; mleka; 30 dag; krompirja; 1; veèji korenèek; 2; jajci; ; sol; ; èesen; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/10/bazilika/"">bazilika</a>"; 1; veèja èebula; 2 žlici; olja; 4 žlice; olja za cvrtje]
096, [12; "do <span class=""label-inline"">16"; 30 dag; teleèjih jeter; 10 dag; pišèanèjih jeter; 10 dag; prekajene slanine; 10 dag; masla; 1 žlièka; "nasekljanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"; 1 žlièka; nasekljanega drobnjaka; 2; "šalotki; narezani na košèke"; 2 stroka; strtega èesna ]
097, [1 kg; "jagnjetine brez kosti; ki jo lahko nadomestimo s puranovim mesom"; 3; stroki strtega èesna; 2 žlièki; soli; 1 žlièka; nastrganega ingverja ali ingverja v prahu; 1 žlièka; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>"; 1 žlièka; origana; 1 žlièka; currya; 1 žlièka; sojine omake; 1 žlica; "sezamovega olja; ki ga lahko nadomestimo z buènim oljem"; 2 žlici; olja; 1 žlica; limoninega soka]
098, [50 dag; teleèjih ledvic; 2; drobno sesekljani èebuli; 2 stroka; strtega èesna; 1 žlièka; sezamovih semen; 2 žlièki; buènega olja; 2 žlici; suhega vina; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu "]
099, [12; rezin slanine; 60 dag; mladih teleèjih jeter; 1 žlièka; zdrobljenega ali drobno narezanega žajblja; ; "sol in beli <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"]
100, [5; glav radièa; 15 dag; "prekajene slanine ali pršuta; narezanega na tanke trakove"; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"]
101, [1 kg; govejih zrezkov; 3 žlice; sojine ali worcestrske ali kake druge slane omake; 3; stroki strtega èesna; 3 žlice; olja; 1; lonèek jogurta; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"]
102, [20 dag; na rezanca naribanih buèk; 3; jajca; 2 dl; mleka; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"; šèepec; zmlete kumine; 1 dl; moke; ; mašèoba za peèenje]
103, [50 dag; pšeniène moke; 1; jajce; ; voda; ; sol; malo; olja; ; <b>Za nadev:</b>; 25 dag; instant ajdove moke; 1; smetano; 8 dag; masla; 12 dag; zmletih orehov]
104, [50 dag; instant ajdove moke; 2; srednje debela krompirja; 2 žlici; ocvirkov; 2 žlici; svinjske masti]
105, [50 dag; mehke moke; 2 žlici; olja; ; mlaèna voda (po potrebi); ; sol ; ; <b>Nadev: </b>; 40 dag; zmlete govedine; 3 žlice; masti ; 2; èebuli zmleti na mesoreznici ; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po potrebi "; 3; jajca ]
106, [1; "ali <span class=""label-inline"">2"; 1 dl; kisle smetane; ; drobtine; ; maslo]
107, [; zmleta jagnetina; ; kuhan riž; ; jajce; 2 žlici; "drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a> "; žlica; drobno narezane mete; nekaj; pekoèe paprike; malo; muškatne skorje; ; sol po okusu; ; "mleti èrni <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"]
108, [1/2 kg; moke; šèepec; soli; 2 dl; vode; 2 dkg; kvasa]
109, [3 dl; olja; 30 dag; belega fižola tetovca; 75 dag; drobno narezane èebule; 5; strokov èesna; 3; suhe rdeèe paprike; 1; suha pekoèa paprika; 1; paradižnik; 2; lista lovorja; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"]
110, [2; in pol skodele moke; 2; jajci; 1 žlica; olja; šèepec; soli; malo; vode ; ; <b>Sestavine za nadev:</b>; 12 dag; sojinih kalèkov; 1; èebula; 1 strok; èesna; malo; zelja. dobro je kitajsko zelje; 2; majhna pora; nekaj; "stebla <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelene</a>"; ; šcepec glutaminata/ ni nujno/; 2 žlici; sojine omake; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"; 25 dag; zmlete svinjine; 2 žlici; olja]
111, [20 dag; koruznega zdroba; 1 žlica; masla; 1; jajce; 10 dag; "sira; narezanega na kocke"; 1 žlica; drobno sesekljane mlade èebule; ; sol po okusu]
113, [; "Krompir; narezan na <span class=""label-inline"">2-3"; ; èesen; ; zaèimbe; 1/4; jušne kocke; ; mleko; ; kisla smetana; ; sir (po želji)]
114, [8; srednje velikih krompirjev; 10 dag; gob narezanih na košèke (najprimernejši so gobani); 1 žlica; masla; 1; nasekljana èebula; ; "nasekljan <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"; 3 dl; juhe; 2 dl; kisle smetane; 1; jajce; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu "]
115, [6; "starejših žemljic; narezanih na kocke"; 15 dag; "slanine; narezane na kocke"; 1 žlica; drobno narezane èebule; l žlica; "drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"; 3; jajca; 3 žlice; moke; l žlica; masla; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"; 3 dl; mleka ]
116, [5 dl; dobrega èrnega vina pol suhega; 3 dl; vode; 15 dag; sladkorja; ; vejica rožmarina; 5; "<a href=""https://www.kulinarika.net/recepti/zacimbe/87/nageljnove-zbice-klincki-/"">klinèkov</a>"; malo; limonine lupine; šèepec; "<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"; ; nazadnje l žlico temnega ruma]
117, [; <b>Za palaèinke:</b>; 25 dag; instant ajdove moke; 4 dl; mleka; 2; jajci; 1 šèepec; soli; ; <b>Za nadev:</b>; 16 dag; domaèe šunke; 16 dag; sira ementalca; 8 dag; šampinjonov v slanici; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/10/bazilika/"">bazilika</a>"]
118, [30 dag; instant koruznega zdroba; 1 l; juhe iz jušne kocke; 2; domaèi klobasi; ; košèek masla ali margarine; 12 dag; sira; ; lonèek smetane; ; kozarec belega vina]
119, [; Star krompir; dve; èebuli; žlica; moke; žlica; rdeèe paprike; ; sol]
120, [30 dag; brie sira ali camembera; 1 strok; strtega èesna; 1 žlica; belega vina; 2 žlici; drobno narezanega pehtrana; polovica; pakiranega maslenega testa ]
121, [80 dag; jajèevcev oz. malancanov; ; sok limone; 1; "do <span class=""label-inline"">2 žlici"; 1 žlica; masla; 1 žlica; moke; 2 dl; mleka; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"; 2 stroka; strtega èesna; 1 žlica; naribanega sira; 1; lonèek gostega jogurta]
122, [; <b>Za 10 kosov:</b>; ; listnato testo; 10; rezin kuhane šunke ; 10; rezin sira ; 10 žlièk; gob v slanini; šèepec; origana ]
123, [25 dag; instant polente; ; voda; ; sol; 20 dag; kuhanega stroèjega fižola; 20 dag; kuhanega graha; ; ementalec (ali topljen sir); ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/76/majaron/"">majaron</a>"; ; timijan; ; olje za cvrenje ]
124, [2; pora; 1 žlica; masla; ; sol; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; ; kisla smetana ]
125, [50 dag; belega fižola/tetovca; 60 dag; na drobno narezane bele èebule; 4 dl; olja; 1 žlica; rdeèe paprike; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> in sol po okusu"]
126, [50 dag; svežih gob; 2 žlici; masla ali olja; 1; drobno sesekljana èebula; 1 žlica; "drobno nasekljanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"; 2 žlici; lovske omake iz vreèke; 3 dl; juhe ali jušne osnove ali vode; 1 dl; belega vina; 1 žlica; smetane]
127, [1 l; èrnega vina; "0;5 l ; pomaranènega soka; ; "nekoliko <a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"; 6; nageljnovih žbic; ; kozarec vinjaka; 2-3 žlice; sladkorja; ; kocke ledu; ; mineralna voda]
128, [1; zavitek tankega vleèenega testa ; 500 dag; mastne skute ali srbskega sira; 15 dag; masti ali olja; 1 dl; radenske; malo; soli]
129, [1 strok; èesna; 30 dag; sira ementalerja; 25 dag; sira grojerja; 1 dl; suhega belega vina; 1; kozarèek dobrega žganja; 1 žlièka; jedilnega škroba; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"; malo; nastrganega muškatnega orešèka]
130, [25 dag; kuhanih testenin ali krompirja; 30 dag; kuhane cvetaèe; 2; trdo kuhana jajca; 3; stroki narezanega èesna ; 3 žlice; olivnega olja; 2 žlici; "drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"; 1 žlica; origana; 2 žlici; masla; 2 žlici; bele moke; 3 dl; mleka; pol; skodele naribanega sira; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po potrebi"; ; muškatni orešèek; ; parmezan]
131, [; o dag kuhanega olupljenega krompirja; 10 dag; moke; l; jajce; ; sol in malo muškatnega orešèka]
132, [1; ploèevinka kuhane leèe; 2; skodeli kuhanih testenin; 2; skodeli kuhanega riža; 4 žlice; olivnega olja; 3 žlice; paradižnikove mezge; 1; "èebula; narezana na drobno"; 2 stroka; drobno narezanega èesna; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"]
133, [; <b>Nadev: </b>; 50 dag; mletega mesa; 1/2; èebule; 2; zrni èesna; 3 žlice; paradižnika; 15 dag; korenja; ; "origano;<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>;<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>;sol"; ; <b>Bešamel:</b>; 1/2; "zavitka masla (<span class=""label-inline"">12 dag"; ; šest (poravnanih) žlic moke; 8 dl; mleka; ; "sol;muškatni orešèek"]
134, [; "<a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zeleno</a> rezanèno testo za lazanje"; ; <b>Za nadev:</b>; 1 kg; "špinaèe; kuhane; pretlaèene in sesekljane"; 90 g; surovega masla; 250 g; skute; ; muškatni orešek; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; 1 l; bešamelove omake; 180 g; sveže nastrganega parmezana]
135, [; o dag kuhane govedine iz juhe; 1; jajce; ; "sol in sveže zmleti <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"; l žlica; moke; malo; timijana]
136, [30 dag; moke; 2; jajci; ; sol; ; mleko ]
137, [; "o dag starega kruha; narezanega na kocke"; 6 dag; belega pšeniènega zdroba; l; "žlico drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>;ali drobnjaka"; ; sol ali kaka zaèimbna mešanica; l; jajce ; ; <b>Za golaž potrebujemo: </b>; ; o dag soène govedine od vratu; l; do 2 žlici mašèobe; 3; drobno narezane èebule; 3 žlice; èrnega vina; malo; mlete kumine; šèepec; timijana; 2 žlici; rdeèe paprike; ; juha za zalivanje; l žlica; Evo za golaž ]
138, [; "njoki (lahko pa uporabimo tudi skutine krompirjeve svaljke; raviole ali kaj podobnega )"; 2 dcl; mleka; 15 -20 dag; "gorgonzole (tista; ki jo kupimo na kile v trgovini je najboljša; ker ima moènejši okus kot že pakirane variante)"; ; lonèek kisle smetane; ; "zaèimbe (po okusu; npr. koperc; šetraj; <a href=""https://www.kulinarika.net/recepti/zacimbe/76/majaron/"">majaron</a> ter seveda sol)"]
139, ["0;5 kg ; makaronov; "0;5 l ; paradižnikove omake; 25 dag; skute; 15 dag; pršuta]
140, [; Ravioli; ; gorgonzola; ; suhi jurèki; ; sladka smetana; ; maslo; ; sol]
141, [pol; kilograma krompirja; ; "l5 dag moke/pol ostre; pol mehke/"; 1; jajce; ; sol in malo naribanega muškatnega orešèka; l žlica; margarine ali masla; ; o manjših sliv; ; o majhnih kock sladkorja; ; maslo; ; drobtine; ; "sladkor in <a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimet</a> po okusu"; malo; soli ]
142, [40 dag; širokih rezancev kuhanih v slani vodi(prazniènih); 80 dag; brokolija; 3; stroki strtega èesna; ; olivno olje; ; vegeta ; ; "<a href=""https://www2.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"]
143, [1/4 kg; testenin; 1; konzerva tune (80g); 1; kisla smetana; 2-3; rezine topljenega sira; malo; vegete]
144, [strok; èesna; ; pesto genovese - z baziliko; ; olivno olje; ; zelišèna sol; ; špageti]
145, [; <b>Za dve osebi:</b>; 200 g; špagetov (pol zavitka); 3; do 4 zrna èesna; ; pet žlic olivnega olja; ; trije sveži paradižniki ali ploèevinka olupljenih pelatov; pol žlice; soli]
146, [50 dag; kuhanih testenin; 20 dag; prekajene slanine; 10 dag; pršuta; 1; manjša èebula narezana na drobno; 2 stroka; strtega èesna; 3 žlice; "narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"; 4 žlice; olivnega olja; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"; 5 dag; nasekljanega ovèjega sira; 4 žlice; naribanega parmezana; 4; jajca]
147, [350g; testenin ; ; srednje velika tunina konzerva; ; sladka smetana; ; maslo; ; olive; ; ribani sir; ; sol]
148, [50 dag; testenin; ; maslo; ; mleko; ; moka; ; zaèinka]
149, [10 dag; pšeniènega zdroba instant; 10 dag; parmezana; 8 dag; masla; 5 dag; šunke; 4; jajca; ; sol; ; drobnjak; ; muškatni orešèek; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"]
150, [10 dag; pšeniènega zdroba instant; 10 dag; parmezana; 8 dag; masla; 5 dag; šunke; 4; jajca; ; sol; ; drobnjak; ; muškatni orešèek; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"]
151, [10 dag; na kocke narezane slanine; 2 dl; mleka; 12 dag; belega zdroba; 1; jajce; ; sol po okusu ]
152, [2; jajci; 8 žlic; belega zdroba; ; sol po okusu; l žlica; drobno narezanega drobnjaka]
153, ["2;5 skodelice ; mehke moke; 2 žlici; masla ali margarine; žlièka; soli; "1;5 žlièke ; sladkorja; 1 dl; toplega mleka; 3 dag; kvasa; 12 dag; masla; 1; "jajèni rumenjak; zmešan z malo mleka"]
155, [; <b>Testo:</b>; 25 dag; moke; 1 dl; vode; žlièka; olja; ; košèek kvasa (3 dag); ; sol po okusu; ; <b>Nadev:</b>; 8 dag; prešane šunke; 15-20 dag; sira (najboljši je polnomastni); ; šampinjoni v kisu; ; kuhani paradižnikovi pelati (lahko iz konzerve)]
156, [5 dag; kvasa; 1 žlica; sladkorja; 3 žlice; mleka; ; "Te sestavine zmešamo; pokrijemo in pustimo; da kvas naraste."; 60 dag; grobo mlete ovsene moke; 25 dag; pšeniène moke; 3 dl; mlaène vode; ; sol; ; mašèoba za pekaè]
157, [70 dkg; ržene moke; 30 dkg; bele moke; 5 dkg; kvasa; 2 dkg; soli; 1 dcl; olja; 4-5 dcl; tekoèine ]
158, [; ".<span class=""label-inline"">5 dag"; ; ".<span class=""label-inline"">5 dag"; 5 dag; kvasa; 2 dag; soli; 25 dag; "izkošèièenega narezanega suhega sadja (sadje lahko zamenjamo s <span class=""label-inline"">15 dag"; 1 dl; olja; 1/2 l; tekoèine]
159, [; <b>Za približno 12 tortilj:</b>; 450 g; bele moke; 1 žlièka; soli; 1 žlièka; pecilnega praška; 1 žlica; svinjske masti; 180 ml; hladne vode ]
160, [; <b>Za 10 skavtskih kruhkov:</b>; "0;5 kg ; moke; ; voda; ; sol po okusu; ; <b>Po želji še:</b>; 10; hrenovk; ; majoneza; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorèica</a>"; ; paradižnik; ; kumarice]
161, [2; jajci; 3; jedilne žlice moke; šèepec; soli; ; "za pekaè malo mašèobe; potresene z moko"]
162, [1 kg; rdeèega zelja narezanega na trakove; 1; "manjša èebula ; narezana na drobno"; 1; "veèje kislo <a href=""https://www.kulinarika.net/recepti/zacimbe/269/granatno-jabolko/"">jabolko</a>; olupljeno in narezano na košèke"; 1 žlica; rozin; 3; "<a href=""https://www.kulinarika.net/recepti/zacimbe/87/nageljnove-zbice-klincki-/"">klinèki</a> ali nekaj zmletega prahu <a href=""https://www.kulinarika.net/recepti/zacimbe/87/nageljnove-zbice-klincki-/"">klinèkov</a>"; 3 žlice; "olja ali pa masti od gosi; race ali purice"; 2 žlici; kisa; 1; kocka sladkorja; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"; malo; muškatnega orešèka; nekaj; kuhanih ali peèenih kostanjev; 1 dl; èrnega vina; 1; list lovorja]
163, [1/2 kg; buèk; 1/4; èebule; 2 žlici; olja; ; koper; ; "<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"; 1/2; paradižnika; 1 dl; juhe iz goveje kocke; žlica; kisle smetane; 1 strok; èesna; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"]
164, [20 dag; teleèjih jeter; pol; žemlje namoèene v juhi; 10 dag; slanine; l žlica; naribane èebule; 1 žlica; "drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"; 1; jajce; 1 žlièka; "<a href=""https://www.kulinarika.net/recepti/zacimbe/76/majaron/"">majarona</a>"; 2 žlici; kruhovih drobtin ; 1 strok; strtega èesna ; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"]
165, [l; veèja ploèevinka leèe ali pa pol kg kuhane leèe; 1žlica; masla; 1 žlica; moke; l; "èebula; narezana na drobno"; 4; stroki strtega èesna; malo; timijana; ; "sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"; ; sok limone ali kisa; l žlica; "drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"; l; zelenjavna jušna kocka ]
166, [400 g; rumene buèe; 1 žlièka; curryja; 1 žlièka; sladkorja; 1 žlica; kisa; malo; "cayenskega <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a> "]
167, [1; jajce; 10 dag; margarine; 10 dag; pšeniènega zdroba; ; morska sol; ; "sesekljan <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"; malo; pecilnega praška]
168, [Nekaj; "nasvetov; kako pripraviti beluši; sestavine so odvisne od vrste priprave."; ; "Maslo; kruhove drobtine; holandska omaka"; ; "Nariban parmezan; maslo"]
