id,sestavina
20079,"šopka sveže <a href=""https://www.kulinarika.net/recepti/zacimbe/81/melisa/"">melise</a>"
20080,<b>Testo:</b>
20080,margarine
20080,sladkorja
20080,moke
20080,kakava
20080,rumenjaki
20080,pecilni prašek
20080,mleka
20080,rum
20080,<b>Krema:</b>
20080,beljaki
20080,sladkorja v prahu
20080,<b>Preliv:</b>
20080,margarine
20080,čokolade
20081,<b>Testo:</b>
20081,pirine polnozrnate moke
20081,bele pšenične moke (tip 500)
20081,soli
20081,srednje veliki jajci
20081,jušna žlica olja
20081,"jušni žlici vode (lahko tudi več; po potrebi)"
20081,<b>Nadev:</b>
20081,"srednje veliko <a href=""https://www.kulinarika.net/recepti/zacimbe/269/granatno-jabolko/"">jabolko</a>"
20081,orehovih jedrc
20081,"kavne žlice mletega <a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"
20081,jušna žlica ruma
20081,jušna žlica sladkorja
20081,jušni žlici krušnih drobtin
20081,masla
20081,beljak (za mazanje robov žepkov)
20082,"manjše orade (približno <span class=""label-inline"">200 - 250 g"
20082,bučka
20082,rumena paprika
20082,polente
20082,Cabernet sauvignona
20082,sveže naribanega parmezana
20082,olivno olje
20082,zrna nasekljanega česna
20082,"ali 2 <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>"
20082,soli
20082,čili v prahu po okusu
20082,ČŽ semen koriandra
20082,KŽ rožmarina
20082,ČŽ mešanice poprov v zrnu
20082,ČŽ mletega ingverja
20082,ČŽ rdeče paprike v prahu
20083,mlete govedine
20083,večja čebula
20083,moke
20083,kvasa
20083,vode
20083,sladkorja
20083,sol 
20083,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20083,olja
20084,"vlečeno testo - <span class=""label-inline"">12"
20084,mlete govedine
20084,srednje velik por
20084,sol
20084,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20084,jajca
20084,olja
20085,<b>Testo:</b>
20085,moke
20085,margarine
20085,sladkorja
20085,rumenjaki
20085,pecilnega praška
20085,kisle smetane
20085,<b>rehov nadev:</b>
20085,mletih orehov
20085,sladkorja
20085,mleka
20085,ruma
20085,<b>Skutin nadev:</b>
20085,pasirane skute
20085,sladkorja
20085,beljaki
20085,gresa
20086,muškatne buče
20086,rdeče leče
20086,korenčka
20086,čebula
20086,srednje velik krompir
20086,jž svežega ingverja
20086,česna 
20086,muškatnega oreščka
20086,"soli in belega <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>"
20086,"kajenskega <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>"
20086,olivno olje
20086,kisla smetana
20086,toast 
20086,sveži timijan
20087,<b>Testo:</b>
20087,lončki gladke moke 
20087,lončka sladkorja v prahu 
20087,kvasa 
20087,čajne žličke soli
20087,masla
20087,lončka mleka 
20087,lončka vode 
20087,jajci 
20087,"<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"
20087,mala žlička sladkorja
20087,<b>Nadev:</b>
20087,lonček sladkorja
20087,"<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"
20087,stopljenega masla
20088,krač divjega prašiča (s kostjo)
20088,olje 
20088,korenja
20088,"gomolja <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelene</a>"
20088,pora 
20088,čebuli
20088,paradižnikove mezge 
20088,rdečega vina
20088,divjačinske ali goveje juhe
20088,brinovih jagod 
20088,lovorjeva lista 
20088,brusnične marmelade
20088,sladke smetane 
20088,sol
20088,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20089,konzervi tune
20089,slane ribice
20089,večji korenček
20089,ovsenih kosmičev
20089,sira
20089,česna
20089,"<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorčice</a>"
20089,paradižnikovega koncentrata
20089,navadnega jogurta
20089,jajce
20089,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20090,paket baby piškotov
20090,<b>Krema:</b>
20090,mleka
20090,"<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> stroka"
20090,rumenjakov
20090,sladkorja
20090,škroba
20090,"<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> puding (prašek)"
20090,masla
20090,"sladke smetane (lahko prilagajate; malo več ali malo manj)"
20090,<b>Preliv za piškote:</b>
20090,mleka
20090,ruma (po želji)
20090,kokosa
20091,<b>Za posodo velikosti 25x30 cm:</b>
20091,"zavoj maslenih keksov (<span class=""label-inline"">250 g"
20091,"puding (<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilija</a>; čokolada; lešnik...)"
20091,mleka
20091,sladke smetane za stepanje
20091,"višnjev kompot (ali sočno sadje po izbiri; na primer jabolčna čežana)"
20091,mleko za vlaženje
20091,sladkor po okusu
20091,"kokos; čokolada; kakav;...za posip"
20092,puranjega fileja 
20092,svinjske ribice
20092,sira v kosu Edamec 
20092,sol
20092,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20092,česen
20092,timijan
20092,belega vina
20092,vode  zmešane s  koščkom maggi kocke za pečenje ali juha
20092,olivno olje
20092,rezine slanine s poprom
20092,"zelenjava po želji - korenček; čebula; feferon ali paprika"
20093,solatne majoneze
20093,kozarčka kisle smetane
20093,"<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorčice</a>"
20093,jajc
20093,šunke
20093,šopek drobnjaka
20094,"tablica čokolade s <span class=""label-inline"">70%"
20094,skodelic mleka
20094,veliki žlici sladkorja
20094,"mleti <a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimet</a> (po okusu)"
20095,<b>Za pripravo fižolovih njokov:</b>
20095,srednje veliki krompirji 
20095,rjavega fižola v slanici 
20095,pirine moke (za testo in za posipanje) 
20095,jajci 
20095,stopljenega masla
20095,sol
20095,<b>Za pripravo kisle repe:</b>
20095,kisle repe 
20095,pečene slanine 
20095,ocvirkov 
20095,manjša čebula
20095,stroki česna 
20095,masla (najbolje žlička masti) 
20095,lovorov list 
20095,sol
20095,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20096,<b>Biskvit:</b>
20096,jajca
20096,moke
20096,kakava
20096,sladkorja
20096,"<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"
20096,noževa konica pecilnega praška
20096,mleka
20096,olja
20096,<b>Skutin nadev:</b>
20096,narezanih višenj iz kompota
20096,nepasirane skute
20096,kisle smetane
20096,pšeničnega zdroba
20096,sladkorja
20096,jajce
20096,<b>Preliv:</b>
20096,preliv za torte
20096,sok iz kompota
20096,višnjevih polovic iz kompota
20097,pirine moke
20097,srednje veliki žlički soli
20097,srednje veliki žlički sode bikarbone
20097,tople vode
20097,moka za posip
20098,jabolk
20098,moke
20098,sladkorja
20098,drobno naribanega korenja
20098, margarine
20098,pecilnega praška
20099,race
20099,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> "
20099,"<a href=""https://www.kulinarika.net/recepti/zacimbe/76/majaron/"">majarona</a> "
20099,rezine kruha
20099,jabolki
20099,vode
20099,piva
20099,medu
20101,male svinjske ribice
20101,rezin slanine/ prekajene slanine/ pršuta
20101,"<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorčica</a>"
20101,maslo (lahko zeliščno)
20101,čebula
20101,skute
20101,smetane za kuhanje
20101,trikotniki Zdenka sira
20101,"zelenega <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>"
20101,sol
20101,"svež <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"
20102,surove ajdove kaše
20102,večjih korenov
20102,česna
20102,manjša rdeča čebula
20102,"šopek <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a> (ali drobnjaka)"
20102,jajci
20102,sol
20102,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20102,"po želji <span class=""label-inline"">2-3 žlice"
20103,moke
20103,masla ali margarine za peko
20103,masti
20103,jajce
20103,mleka
20103,nastrgana lupinica ene limone
20103,sladkorja
20103,pecilni prašek
20104,moke
20104,masla ali margarine za peko
20104,sladkorja
20104,medu
20104,jajce
20104,"<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"
20104,nastrgana limonina lupinica
20104,mleka
20104,sode bikarbone
20105,žemlje
20105,sladke smetane
20105,"rozin; namočenih v rumu"
20105,sladkor po okusu
20105,"<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"
20105,mleka
20105,jajca
20105,moke - žlica ali dve
20105,sladkor po okusu
20106,jajci
20106,narezanega pora
20106,mandarini
20106,drobno narezane rdeče paprike
20106,olivno olje
20106,sol
20107,<b>Testo:</b>
20107,moke
20107,kakava
20107,masla
20107,sladkorja
20107,jajce
20107,kisle smetane
20107,pecilnega praška
20107,<b>Nadev:</b>
20107,čokolade
20107,sladke smetane 
20107,ekstrakta mete
20107,sladkor v prahu
20108,rdeče paprike (najboljši so rogi)
20108,soli
20108,sladkorja
20108,kisa za vlaganje
20108,olja
20108,glavica česna
20108,"šop <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
20109,"moke - pol ostre; pol navadne oz. po želji"
20109,pecilnega praška
20109,jajce
20109,jogurta
20109,kisle smetane
20109,mleka
20109,sol
20109,olje za cvrenje
20110,"<a href=""https://www.kulinarika.net/recepti/zacimbe/9/banana/"">banani</a>"
20110,"zavitek listnatega testa (<span class=""label-inline"">250 g"
20110,soka stisnjene limone
20110,sladkorja
20110,čokoladnega pudinga
20110,mleka
20111,čebuli
20111,papriki
20111,paradižnika
20111,zelenjavna omaka
20111,mala kisla smetana
20111,olje
20111,sol
20111,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20111,tortilje 
20111,sir
20112,moke
20112,soli
20112,pecilnega praška
20112,olja
20112,tople vode
20113,<b>Suhe sestavine:</b>
20113,bele moke
20113,pecilni prašek
20113,"kakava ali <span class=""label-inline"">3 žlice"
20113,koščki jedilne čokolade
20113,<b>Mokre sestavine:</b>
20113,jajce
20113,kisla smetana
20113,sladkorja
20113,"<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"
20113,stopljenega masla (ne sme biti vroče)
20114,<b>Biskvit: </b>
20114,jajca 
20114,moke 
20114,sladkorja
20114,mleka
20114,"<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"
20114,pecilni prašek 
20114,kakava
20114,olja 
20114,<b>Nadev:</b>
20114,sladke smetane
20114,"<a href=""https://www.kulinarika.net/recepti/zacimbe/9/banana/"">banani</a>"
20114,limoninega soka
20114,"na koncu lahko naribamo čokolado; naredimo čokoladno glazuro ali posujemo s kakavom; po zelji."
20115,<b>Testo:</b>
20115,bele pšenične moke
20115,kocka kvasa
20115,rumenjaki
20115,mlačnega mleka
20115,masla ali margarine za peko
20115,soli
20115,sladkorja
20115,naribana limonina lupina
20115,ruma
20115,<b>Nadev:</b>
20115,tekočega  medu
20115,stopljenega masla ali margarine za peko
20115,mletih orehov
20115,mlačnega mleka
20115,jajci
20115,"<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"
20115,<b>Za posip:</b>
20115,zmletih orehov
20116,bele moke
20116,zmletih prepraženih ocvirkov
20116,jajca
20116,kocka kvasa 
20116,soli
20116,sladkorja
20116,mlačnega mleka
20117,večja konzerva tune
20117,večja bučka ali 2 manjši
20117,"smetana za kuhanje (<span class=""label-inline"">2 dl"
20117,"ali <span class=""label-inline"">4"
20117,čebula
20117,česna
20117,sol
20117,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20117,vegeta
20117,origano
20118,maslo
20118,korenček
20118,"steblo <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelene</a>"
20118,v kisu vloženih čebulic
20118,piščanec ali 4 kračice 
20118,bedri
20118,piščančjih prsi s kostjo
20118,vina
20118,voda po potrebi
20118,"pločevinka pelatov (<span class=""label-inline"">240 g"
20118,suhih jurčkov
20118,himalajska sol
20118,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20118,smetane
20119,moke
20119,piva
20119,soli
20119,pecilnega praška
20119,"poljuben nadev (kečap; salama; sir; origano; razna zelenjava)"
20120,jajc
20120,stopljene temne čokolade
20120,masla
20120,sladkorja
20120,moke
20120,pecilni prašek
20120,borovnic
20120,sladke smetane
20120,sladkor v prahu
20121,piščančjega mesa iz juhe ali ostanki pečenega piščanca
20121,naribane mozzarelle
20121,naribanega parmezana ali grana padano
20121,starega kruha namočenega v mleku
20121,jajca
20121,"sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20121,korenček iz juhe
20121,<b>Omaka:</b>
20121,bučka
20121,smetane za kuhanje
20121,česen v prahu
20121,sol
20122,kislega zelja
20122,mletega mešanega mesa
20122,ajdove kaše
20122,sira
20122,čebula
20122,kisla smetana
20122,jajca
20122,lovorjev list
20122,sol 
20122,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> "
20122,olje
20123,skute
20123,jajca
20123,sladkorja
20123,"<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"
20123,limonina lupina
20123,masla
20123,kisle smetane
20123,gladke moke
20123,pecilnega praška
20123,goji jagod
20124,rumene kolerabe
20124,jedilnega olja
20124,sladka rdeča paprika v prahu
20124,sol 
20125,limonin sok
20125,pomarančni sok
20125,sok granatnega jabolka (lahko tudi malinovec)
20125,voda
20125,med
20126,moke
20126,masla
20126,sladkorja
20126,vanilijeva sladkorja
20126,"sredica ene burbonske <a href=""https://www2.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilije</a>"
20126,pecilna praška
20126,razžvrkljanih jajc
20127,lososa
20127,paprike
20127,limeta
20127,sol 
20127,"bel <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20127,ingver (čajna žlička)
20127,"<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"
20127,česna
20127,olivnega olja
20128,malin ali drugih gozdnih sadežev
20128,medu ali javorjevega sirupa
20128,chia semen
20128,"čajne žličke <a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijeve</a> arome"
20129,"<a href=""https://www.kulinarika.net/recepti/zacimbe/9/banana/"">banana</a>"
20129,"<a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zeleno</a> <a href=""https://www.kulinarika.net/recepti/zacimbe/269/granatno-jabolko/"">jabolko</a> ali 1 hruška"
20129,špinače 
20129,mletih lanenih semen
20129,vode
20130,mletega mesa (miks govedine in svinjine)
20130,krompir
20130,jajce
20130,"šalotki; nasekljani"
20130,kruhovih drobtin
20130,"koper; nasekljan"
20130,maslo
20130,olje
20130,"sol in <a href=""https://www2.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20130,<b>Za omako:</b>
20130,sok ½ limone
20130,jušne osnove
20130,moke
20130,kisle smetane
20131,piva
20131,"pomaranča (malo za okus; malo lahko tudi za dekoracijo)"
20131,"<a href=""https://www.kulinarika.net/recepti/zacimbe/87/nageljnove-zbice-klincki-/"">klinčkov</a> aka. nageljnovih žbic"
20131,"<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimet</a> v skorji; alternativa: 1 čajna žlička <a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a> v prahu"
20131,velikih žlic sladkorja
20131,"cm svežega ingverja; lahko tudi 2 žlici ingverja v prahu"
20131,vode
20132,manga
20132,limeti
20132,šalotke
20132,manjša paradižnika
20132,rakovih repkov
20132,avokada
20132,listi koriandra
20132,kapre
20133,moke
20133,vode
20133,olja
20133,soli 
20133,sladkorja
20133,suha kvasa / 1 svež kvas
20134,očiščenih srednje velikih lignjev
20134,pire
20134,šalotki
20134,piščančje ali ribje jušne osnove
20134,manjša chorizo klobasica
20134,gob
20134,olivnega olja
20134,belega vina
20134,"sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20134,"sesekljan <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"
20134,<b>Za omako:</b>
20134,maslo 
20134,šalotka
20134,žafran
20134,ribja osnova 
20134,sladka smetana
20135,ingver (narezan na koščke)
20135,filter čaj vrečke
20135,limona
20135,med
20135,vrela voda
20136,<b>Testo:</b>
20136,moke
20136,kocka kvasa
20136,mleka
20136,kisla smetana
20136,olja
20136,celo jajce
20136,rumenjaki
20136,sladkorja
20136,<b>Nadev:</b>
20136,"maslo (<span class=""label-inline"">250 g"
20136,rumenjaka
20136,kisla smetana
20136,sladkor
20136,pehtran (približno 2 šopka)
20137,<b>Testo:</b>
20137,lončka rjavega sladkorja
20137,lonček pirine moke
20137,lonček orehov
20137,lončka olja ali stopljene maščobe
20137,"<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> prašek"
20137,pecilni prašek
20137,jajca
20137,"veliko ali <span class=""label-inline"">2"
20137,"velik ali <span class=""label-inline"">2"
20137,marmelada
20137,<b>Obliv:</b>
20137,sladke smetane
20137,temne čokolade
20138,jabolka
20138,"<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> puding"
20138,mleka
20138,sladke smetane
20138,sladkorja
20138,"<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimet</a>"
20138,maslo
20139,<b>Suhe sestavine:</b>
20139,polnozrnate moke
20139,konkreten ščep soli
20139,suhega kvasa 
20139,<b>Mokre sestavine:</b>
20139,rumenjak
20139,rum
20139,"<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> sladkorja"
20139,naribana limonina lupinica
20139,zelo toplega mleka
20139,stopljenega masla
20139,<b>Nadev:</b>
20139,kvalitetnih mletih orehov
20139,kokosovega sladkorja
20139,vrele sladke smetane
20139,rum
20139,"sneg <span class=""label-inline"">1"
20140,"piščančjih peruti (<span class=""label-inline"">10"
20140,curry začimbe v prahu
20140,kurkume
20140,sol
20140,jedilni žlici olivnega olja
20140,čebuli
20140,vode
20141,<b>Za pripravo testa: </b>
20141,jajca 
20141,moke 
20141,olja
20141,kanček soli
20141,<b>Za pripravo nadeva: </b>
20141,glava brokolija
20141,strokov česna 
20141,nepasirane skute 
20141,dimljenega sira (ali parmezana) 
20141,sol 
20141,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20141,kakšna žlica kisle smetane po potrebi
20141,<b>Za premaz (lepilo): </b>
20141,beljak
20142,masla
20142,nerafiniranega rjavega sladkorja (muscovado)
20142,jajce
20142,zravnano polna čajna žlica belega sladkorja (za sneg)
20142,pirine polnozrnate moke
20142,zravnano polna kavna žlica pecilnega praška
20142,"močne; precejene kave"
20142,"<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"
20142,strokov kardamoma
20142,mleka (približno 2 jušni žlici)
20142,orehova jedra
20142,beli mleti sladkor za posip
20142,ostra moka
20143,orehov
20143,brusnic
20143,temne čokolade
20143,jajca
20143,rjavega sladkorja
20143,pirine moke
20143,pecilnega praška
20144,sladkorja
20144,pirine moke
20144,margarine
20144,jajci
20144,pecilnega praška
20144,"<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"
20144,kokosove moke
20145,"mletih <a href=""https://www.kulinarika.net/recepti/zacimbe/39/mandelj/"">mandljev</a>"
20145,mletih orehov
20145,kokosove moke
20145,medu
20145,rožičeve melase
20145,olivnega olja
20145,soli
20145,sode bikarbone
20145,"<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"
20145,ingverja v prahu
20145,"mletih <a href=""https://www.kulinarika.net/recepti/zacimbe/87/nageljnove-zbice-klincki-/"">klinčkov</a>"
20145,muškatnega oreška
20146,mletih orehov
20146,"kakava (grenki; ""pravi"" kakav)"
20146,sode bikarbone
20146,soli
20146,"avokado (okrog <span class=""label-inline"">160 g"
20146,olivnega olja
20146,medu
20146,nasekljanih datljev
20146,jajce
20146,"temne čokolade (vsaj <span class=""label-inline"">55 %"
20146,posušenih goji jagod
20146,"arašidov (nepraženi in nesoljeni; olupljeni)"
20147,"avokada (okrog <span class=""label-inline"">100 g"
20147,vanilijeva sladkorja
20147,sladkorja
20147,polnozrnate pirine moke
20147,konopljinega proteinskega prahu
20147,pecilnega praška
20147,soli
20147,limonina lupinica
20147,vode
20147,zelenega ali črnega čaja ali filter vrečka
20148,masla
20148,sladkorja
20148,jajci
20148,pirine moke
20148,mletih lešnikov
20148,"kakava (grenki; ""pravi"" kakav)"
20148,pecilnega praška
20148,mleka
20148,<b>Za karamelo:</b>
20148,sladkorja
20148,sladke smetane
20149,moke manitobe
20149,masla
20149,rumenjakov
20149,sladkorja
20149,kvasa
20149,soli
20149,vode
20149,sladke smetane
20149,rozin
20149,pomarančnih olupkov
20149,vanilijeva sladkorja
20150,moke
20150,masti
20150,kvasa
20150,mleka
20150,marmelada za nadev
20150,sladkor v prahu
20151,polnomastnega mleka
20151,rjavega sladkorja (lahko kombinirate z melaso)
20151,čokolade za kuhanje
20151,"paličica <a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"
20151,"mletega <a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"
20151,"<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijeve</a> arome"
20151,nageljnovih žbic
20151,zvezdastih janeževih rožic
20151,čistega alkohola ali sadjevca
20151,rjavega ruma
20152,moke
20152,"mletih <a href=""https://www.kulinarika.net/recepti/zacimbe/39/mandelj/"">mandljev</a> ali lešnikov"
20152,	sladkorja
20152,pecilnega praška (brez vrha)
20152,"<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"
20152,soli
20152,jajce
20152, hladnega masla
20152,kozarec marelične ali pomarančne marmelade
20152,kuverture ali čokoladne glazure (temna čokolada + maslo + malo olja)
20152,"orehi; lešniki; mandlji; pistacije; sončnična semena "
20153,moke
20153,pecilnega praška
20153,čajne žličke soli
20153,+ 1/2 jedilne žlice mletega ingverja
20153,"čajne žličke <a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"
20153,čajne žličke mletih nageljnovih žbic
20153,olja oljne ogrščice (ali drugega)
20153,črne melase
20153,mleka (lahko veganskega)
20153,sladkorja
20153,"<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijeve</a> arome"
20154,balzamičnega kisa
20154,rjavega sladkorja
20154,drobno narezanega rdečega zelja 
20154,"<a href=""https://www.kulinarika.net/recepti/zacimbe/269/granatno-jabolko/"">jabolko</a> granny smith (ali kakšno drugo čvrsto malo kiselkasto <a href=""https://www.kulinarika.net/recepti/zacimbe/269/granatno-jabolko/"">jabolko</a>); narezano na rezine"
20154,"+ <span class=""label-inline"">40 g"
20154,"+ <span class=""label-inline"">2 žlici"
20154,nadrobljenega mehkega kozjega sira (chevré)
20154,grobo nasekljanih orehov
20154,stisnjenega česna
20154,moke
20154,"masla; narezanega na kocke (do uporabe hranimo v hladilniku)"
20154,soli
20154,"rumenjaka + <span class=""label-inline"">1"
20154,stepene sladke smetane
20154,jedilna žlica konjaka
20154,"potrebujemo tudi tortni model premera <span class=""label-inline"">24"
20155,"<a href=""https://www.kulinarika.net/recepti/zacimbe/77/mak/"">maka</a>"
20155,mleka  
20155,jedilnih žlic mletega sladkorja
20155,"<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"
20155,masla
20155,jedilna žlica drobtin
20155,jajce
20155,jedilni žlici kisle smetane
20156,mletih rožičev
20156,mleka
20156,"<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"
20156,jedilnih žlic mletega sladkorja
20156,"<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimet</a>"
20156,mlasla
20156,jedilni žlici kisle smetane
20156,"manjše <a href=""https://www.kulinarika.net/recepti/zacimbe/269/granatno-jabolko/"">jabolko</a>"
20156,beljak
20157,puranji zrezie
20157,"cl sladke smetane (jaz sem uporabila trdo s. smetano. Če uporabite tekočo; dodajte samo dl vode.)"
20157,vode
20157,muškatni orešček
20157,drobnjak
20157,sol
20157,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20157,olje
20157,voda
20157,moka
20159,"beljakov (<span class=""label-inline"">4-5"
20159,sladkorja
20159,moke (tip 500)
20159,mleka
20159,olja
20159,"<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijev</a> sladkor"
20159,pecilni prašek
20159,orehov (jedrca) in pest rozin
20160,belega ali rdečega vina
20160,vode
20160,sladkorja
20160,mešanice za kuhano vino Kotany
20160,rezine pomaranče
20160,rezin limone
20161,<b>Testo:</b>
20161,moke
20161,masla
20161,sladkorja v prahu
20161,kakava
20161,jajce
20161,vode
20161,"<b>Krema ""after eight"" :</b>"
20161,bele čokolade
20161,smetane za stepanje
20161,ekstrakta mete
20161,<b>Čokoladna krema:</b>
20161,jedilne čokolade
20161,smetane za stepanje
20162,<b>Biskvit:</b>
20162,jajc
20162,sladkorja
20162,"<a href=""https://www.kulinarika.net/recepti/zacimbe/123/vanilija/"">vanilijevega</a> sladkorja"
20162,ajdove moke
20162,mletih orehov
20162,grenkega kakava
20162,pecilnega praška
20162,<b>Kostanjeva krema:</b>
20162,mascarpone sira
20162,"kostanjev (kuhanih; olupljenih in pretlačenih)"
20162,kostanjevega medu
20162,ruma
20162,<b>Figov džem:</b>
20162,fig (čez noč namoči v vodi) 
20162,<b>Nadev iz bučnic:</b>
20162,mletih bučnih semen
20162,čistega bučnega olja
20162,kostanjevega medu
20162,<b>Čokoladni preliv:</b>
20162,jedilne čokolade
20162,temne čokolade z vsaj 70 % kakava
20162,sladke smetane
20162,bučna semena za okras
20163,"<a href=""https://www.kulinarika.net/recepti/zacimbe/9/banana/"">banani</a>"
20163,Nutele
20163,hladnega mleka
20163,"<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"
20164,zavitek biskvitkov (kupljeni polkrožni piškoti)
20164,"<a href=""https://www.kulinarika.net/recepti/zacimbe/9/banana/"">banane</a>"
20164,temne čokolade
20164,sladke smetane
20164,kokosova moka
20165,krompirja
20165,sira feta
20165,mlade čebule
20165,črnih oliv
20165,večjih kaper
20165,"sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
20165,sveža meta
20165,"sesekljanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
20165,<b>Za preliv:</b>
20165,olivnega olja
20165,filejev inčunov
20165,čvrstega jogurta
20165,kisle smetane
20165,sesekljan koper
20165,sok ene limone
20165,"<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorčičnih semen</a>"
20166,manjši jajčevci
20166,"mocarele (večja; za lažje rezanje)"
20166,"pločevinka vloženega paradižnika (<span class=""label-inline"">400 g"
