id,sestavina
086,lo zrn pimente
086,lista lovorja
086,zrn brinovih jagod
086,vejica timijana
086,limoninega olupka
086,lo dag slanine
086,juhe ali vode z jušno kocko
086,dobrega èrnega vina
086,smetane
086,masla
086,moke
086,"èebula; narezana na rezine"
087,svinjska zrezka
087,"paradižnik; narezan na košèke"
087,drobno sesekljan èesen po okusu
087,"drobno sesekljanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
087,"<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorèica</a>"
087,dobrega svetlega ali temnega piva
087,sol
087,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> "
087,ingver
088,<b>Za 4 obroke: </b>
088,"debele svinjske zarebrnice (<span class=""label-inline"">1;2 - 1;4 kg"
088,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
088,olja
088,surovega masla
088,na listke narezani èebuli
088,"olupljeni; razpeèkani; na obroèke narezani kisli jabolki"
088,calvadosa
088,moke
088,teleèje osnove
088,muškata
088,creme fraiche ali creme double
088,to je smetana
088,<b>Za prilogo: </b>
088,surovega masla
088,"èvrsti namizni jabolki; neolupljeni; brez pešèišèa; zrezani na 1 cm debele obroèke"
088,sladkorja
089,mehkega svinjskega mesa
089,svinjska mrežica
089,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
089,zmlete kumine
089,stroki strtega èesna
089,"vloženega <a href=""https://www.kulinarika.net/recepti/zacimbe/44/hren/"">hrena</a>"
089,mašèoba za peèenje 
089,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
090,svinjski zrezki
090,stroki èesna
090,Vegeta ali Zaèinka
090,sol
090,mešanica zaèimb za svinjino
090,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
090,drobno mleti èesen
090,drobno mleta èebula
090,juha iz goveje kocke
090,kisla smetana 
091,Prekajena šunka
091,zmlete kumine
091,list lovorja zmlet v prah
091,"moka; kvas; sladkor"
092,goveje pljuène peèenke
092,sol
092,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
092,zmleta kumina
092,rdeèe paprike
092,zdrobljeni sardelni file
092,nastrgana šalotka
092,drobno nasekljani kapri
092,"<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorèice</a>"
092,majoneze
092,zmehèanega masla
092,"<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"
092,rumenjak 
093,teleèja kraèa
093,suhega žajbla (predvsem cvetovi)
093,suhega rožmarina
093,olivnega olja
093,sol
093,"sveže mleti bel <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
093,teleèje osnove (lahko tudi goveja juha ali voda)
094,svinjski zrezki
094,sol
094,majoneza
094,"<a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zeleni</a> papriki"
094,rezine sira
094,"moka; jajce in drobtine za cvrtje"
094,sol
095,zmletega govejega mesa
095,pšeniènega zdroba instant
095,mleka
095,krompirja
095,veèji korenèek
095,jajci
095,sol
095,èesen
095,"<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"
095,"<a href=""https://www.kulinarika.net/recepti/zacimbe/10/bazilika/"">bazilika</a>"
095,veèja èebula
095,olja
095,olja za cvrtje
096,"do <span class=""label-inline"">16"
096,teleèjih jeter
096,pišèanèjih jeter
096,prekajene slanine
096,masla
096,"nasekljanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
096,nasekljanega drobnjaka
096,"šalotki; narezani na košèke"
096,strtega èesna 
097,"jagnjetine brez kosti; ki jo lahko nadomestimo s puranovim mesom"
097,stroki strtega èesna
097,soli
097,nastrganega ingverja ali ingverja v prahu
097,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>"
097,origana
097,currya
097,sojine omake
097,"sezamovega olja; ki ga lahko nadomestimo z buènim oljem"
097,olja
097,limoninega soka
098,teleèjih ledvic
098,drobno sesekljani èebuli
098,strtega èesna
098,sezamovih semen
098,buènega olja
098,suhega vina
098,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu "
099,rezin slanine
099,mladih teleèjih jeter
099,zdrobljenega ali drobno narezanega žajblja
099,"sol in beli <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
100,glav radièa
100,"prekajene slanine ali pršuta; narezanega na tanke trakove"
100,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
101,govejih zrezkov
101,sojine ali worcestrske ali kake druge slane omake
101,stroki strtega èesna
101,olja
101,lonèek jogurta
101,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
102,na rezanca naribanih buèk
102,jajca
102,mleka
102,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
102,zmlete kumine
102,moke
102,mašèoba za peèenje
103,pšeniène moke
103,jajce
103,voda
103,sol
103,olja
103,<b>Za nadev:</b>
103,instant ajdove moke
103,smetano
103,masla
103,zmletih orehov
104,instant ajdove moke
104,srednje debela krompirja
104,ocvirkov
104,svinjske masti
105,mehke moke
105,olja
105,mlaèna voda (po potrebi)
105,sol 
105,<b>Nadev: </b>
105,zmlete govedine
105,masti 
105,èebuli zmleti na mesoreznici 
105,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po potrebi "
105,jajca 
106,"ali <span class=""label-inline"">2"
106,kisle smetane
106,drobtine
106,maslo
107,zmleta jagnetina
107,kuhan riž
107,jajce
107,"drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a> "
107,drobno narezane mete
107,pekoèe paprike
107,muškatne skorje
107,sol po okusu
107,"mleti èrni <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
108,moke
108,soli
108,vode
108,kvasa
109,olja
109,belega fižola tetovca
109,drobno narezane èebule
109,strokov èesna
109,suhe rdeèe paprike
109,suha pekoèa paprika
109,paradižnik
109,lista lovorja
109,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
110,in pol skodele moke
110,jajci
110,olja
110,soli
110,vode 
110,<b>Sestavine za nadev:</b>
110,sojinih kalèkov
110,èebula
110,èesna
110,zelja. dobro je kitajsko zelje
110,majhna pora
110,"stebla <a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zelene</a>"
110,šcepec glutaminata/ ni nujno/
110,sojine omake
110,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
110,zmlete svinjine
110,olja
111,koruznega zdroba
111,masla
111,jajce
111,"sira; narezanega na kocke"
111,drobno sesekljane mlade èebule
111,sol po okusu
113,"Krompir; narezan na <span class=""label-inline"">2-3"
113,èesen
113,zaèimbe
113,jušne kocke
113,mleko
113,kisla smetana
113,sir (po želji)
114,srednje velikih krompirjev
114,gob narezanih na košèke (najprimernejši so gobani)
114,masla
114,nasekljana èebula
114,"nasekljan <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"
114,juhe
114,kisle smetane
114,jajce
114,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu "
115,"starejših žemljic; narezanih na kocke"
115,"slanine; narezane na kocke"
115,drobno narezane èebule
115,"drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
115,jajca
115,moke
115,masla
115,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
115,mleka 
116,dobrega èrnega vina pol suhega
116,vode
116,sladkorja
116,vejica rožmarina
116,"<a href=""https://www.kulinarika.net/recepti/zacimbe/87/nageljnove-zbice-klincki-/"">klinèkov</a>"
116,limonine lupine
116,"<a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"
116,nazadnje l žlico temnega ruma
117,<b>Za palaèinke:</b>
117,instant ajdove moke
117,mleka
117,jajci
117,soli
117,<b>Za nadev:</b>
117,domaèe šunke
117,sira ementalca
117,šampinjonov v slanici
117,"<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"
117,"<a href=""https://www.kulinarika.net/recepti/zacimbe/10/bazilika/"">bazilika</a>"
118,instant koruznega zdroba
118,juhe iz jušne kocke
118,domaèi klobasi
118,košèek masla ali margarine
118,sira
118,lonèek smetane
118,kozarec belega vina
119,Star krompir
119,èebuli
119,moke
119,rdeèe paprike
119,sol
120,brie sira ali camembera
120,strtega èesna
120,belega vina
120,drobno narezanega pehtrana
120,pakiranega maslenega testa 
121,jajèevcev oz. malancanov
121,sok limone
121,"do <span class=""label-inline"">2 žlici"
121,masla
121,moke
121,mleka
121,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
121,strtega èesna
121,naribanega sira
121,lonèek gostega jogurta
122,<b>Za 10 kosov:</b>
122,listnato testo
122,rezin kuhane šunke 
122,rezin sira 
122,gob v slanini
122,origana 
123,instant polente
123,voda
123,sol
123,kuhanega stroèjega fižola
123,kuhanega graha
123,ementalec (ali topljen sir)
123,"<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"
123,"<a href=""https://www.kulinarika.net/recepti/zacimbe/76/majaron/"">majaron</a>"
123,timijan
123,olje za cvrenje 
124,pora
124,masla
124,sol
124,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
124,kisla smetana 
125,belega fižola/tetovca
125,na drobno narezane bele èebule
125,olja
125,rdeèe paprike
125,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> in sol po okusu"
126,svežih gob
126,masla ali olja
126,drobno sesekljana èebula
126,"drobno nasekljanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
126,lovske omake iz vreèke
126,juhe ali jušne osnove ali vode
126,belega vina
126,smetane
127,èrnega vina
127,pomaranènega soka
127,"nekoliko <a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimeta</a>"
127,nageljnovih žbic
127,kozarec vinjaka
127,sladkorja
127,kocke ledu
127,mineralna voda
128,zavitek tankega vleèenega testa 
128,mastne skute ali srbskega sira
128,masti ali olja
128,radenske
128,soli
129,èesna
129,sira ementalerja
129,sira grojerja
129,suhega belega vina
129,kozarèek dobrega žganja
129,jedilnega škroba
129,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
129,nastrganega muškatnega orešèka
130,kuhanih testenin ali krompirja
130,kuhane cvetaèe
130,trdo kuhana jajca
130,stroki narezanega èesna 
130,olivnega olja
130,"drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
130,origana
130,masla
130,bele moke
130,mleka
130,skodele naribanega sira
130,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po potrebi"
130,muškatni orešèek
130,parmezan
131,o dag kuhanega olupljenega krompirja
131,moke
131,jajce
131,sol in malo muškatnega orešèka
132,ploèevinka kuhane leèe
132,skodeli kuhanih testenin
132,skodeli kuhanega riža
132,olivnega olja
132,paradižnikove mezge
132,"èebula; narezana na drobno"
132,drobno narezanega èesna
132,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
133,<b>Nadev: </b>
133,mletega mesa
133,èebule
133,zrni èesna
133,paradižnika
133,korenja
133,"origano;<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>;<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>;sol"
133,<b>Bešamel:</b>
133,"zavitka masla (<span class=""label-inline"">12 dag"
133,šest (poravnanih) žlic moke
133,mleka
133,"sol;muškatni orešèek"
134,"<a href=""https://www.kulinarika.net/recepti/zacimbe/130/zelena/"">zeleno</a> rezanèno testo za lazanje"
134,<b>Za nadev:</b>
134,"špinaèe; kuhane; pretlaèene in sesekljane"
134,surovega masla
134,skute
134,muškatni orešek
134,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
134,bešamelove omake
134,sveže nastrganega parmezana
135,o dag kuhane govedine iz juhe
135,jajce
135,"sol in sveže zmleti <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
135,moke
135,timijana
136,moke
136,jajci
136,sol
136,mleko 
137,"o dag starega kruha; narezanega na kocke"
137,belega pšeniènega zdroba
137,"žlico drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>;ali drobnjaka"
137,sol ali kaka zaèimbna mešanica
137,jajce 
137,<b>Za golaž potrebujemo: </b>
137,o dag soène govedine od vratu
137,do 2 žlici mašèobe
137,drobno narezane èebule
137,èrnega vina
137,mlete kumine
137,timijana
137,rdeèe paprike
137,juha za zalivanje
137,Evo za golaž 
138,"njoki (lahko pa uporabimo tudi skutine krompirjeve svaljke; raviole ali kaj podobnega )"
138,mleka
138,"gorgonzole (tista; ki jo kupimo na kile v trgovini je najboljša; ker ima moènejši okus kot že pakirane variante)"
138,lonèek kisle smetane
138,"zaèimbe (po okusu; npr. koperc; šetraj; <a href=""https://www.kulinarika.net/recepti/zacimbe/76/majaron/"">majaron</a> ter seveda sol)"
139,makaronov
139,paradižnikove omake
139,skute
139,pršuta
140,Ravioli
140,gorgonzola
140,suhi jurèki
140,sladka smetana
140,maslo
140,sol
141,kilograma krompirja
141,"l5 dag moke/pol ostre; pol mehke/"
141,jajce
141,sol in malo naribanega muškatnega orešèka
141,margarine ali masla
141,o manjših sliv
141,o majhnih kock sladkorja
141,maslo
141,drobtine
141,"sladkor in <a href=""https://www.kulinarika.net/recepti/zacimbe/16/cimet/"">cimet</a> po okusu"
141,soli 
142,širokih rezancev kuhanih v slani vodi(prazniènih)
142,brokolija
142,stroki strtega èesna
142,olivno olje
142,vegeta 
142,"<a href=""https://www2.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
143,testenin
143,konzerva tune (80g)
143,kisla smetana
143,rezine topljenega sira
143,vegete
144,èesna
144,pesto genovese - z baziliko
144,olivno olje
144,zelišèna sol
144,špageti
145,<b>Za dve osebi:</b>
145,špagetov (pol zavitka)
145,do 4 zrna èesna
145,pet žlic olivnega olja
145,trije sveži paradižniki ali ploèevinka olupljenih pelatov
145,soli
146,kuhanih testenin
146,prekajene slanine
146,pršuta
146,manjša èebula narezana na drobno
146,strtega èesna
146,"narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
146,olivnega olja
146,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
146,nasekljanega ovèjega sira
146,naribanega parmezana
146,jajca
147,testenin 
147,srednje velika tunina konzerva
147,sladka smetana
147,maslo
147,olive
147,ribani sir
147,sol
148,testenin
148,maslo
148,mleko
148,moka
148,zaèinka
149,pšeniènega zdroba instant
149,parmezana
149,masla
149,šunke
149,jajca
149,sol
149,drobnjak
149,muškatni orešèek
149,"<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"
150,pšeniènega zdroba instant
150,parmezana
150,masla
150,šunke
150,jajca
150,sol
150,drobnjak
150,muškatni orešèek
150,"<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"
151,na kocke narezane slanine
151,mleka
151,belega zdroba
151,jajce
151,sol po okusu 
152,jajci
152,belega zdroba
152,sol po okusu
152,drobno narezanega drobnjaka
153,mehke moke
153,masla ali margarine
153,soli
153,sladkorja
153,toplega mleka
153,kvasa
153,masla
153,"jajèni rumenjak; zmešan z malo mleka"
155,<b>Testo:</b>
155,moke
155,vode
155,olja
155,košèek kvasa (3 dag)
155,sol po okusu
155,<b>Nadev:</b>
155,prešane šunke
155,sira (najboljši je polnomastni)
155,šampinjoni v kisu
155,kuhani paradižnikovi pelati (lahko iz konzerve)
156,kvasa
156,sladkorja
156,mleka
156,"Te sestavine zmešamo; pokrijemo in pustimo; da kvas naraste."
156,grobo mlete ovsene moke
156,pšeniène moke
156,mlaène vode
156,sol
156,mašèoba za pekaè
157,ržene moke
157,bele moke
157,kvasa
157,soli
157,olja
157,tekoèine 
158,".<span class=""label-inline"">5 dag"
158,".<span class=""label-inline"">5 dag"
158,kvasa
158,soli
158,"izkošèièenega narezanega suhega sadja (sadje lahko zamenjamo s <span class=""label-inline"">15 dag"
158,olja
158,tekoèine
159,<b>Za približno 12 tortilj:</b>
159,bele moke
159,soli
159,pecilnega praška
159,svinjske masti
159,hladne vode 
160,<b>Za 10 skavtskih kruhkov:</b>
160,moke
160,voda
160,sol po okusu
160,<b>Po želji še:</b>
160,hrenovk
160,majoneza
160,"<a href=""https://www.kulinarika.net/recepti/zacimbe/37/gorcica/"">gorèica</a>"
160,paradižnik
160,kumarice
161,jajci
161,jedilne žlice moke
161,soli
161,"za pekaè malo mašèobe; potresene z moko"
162,rdeèega zelja narezanega na trakove
162,"manjša èebula ; narezana na drobno"
162,"veèje kislo <a href=""https://www.kulinarika.net/recepti/zacimbe/269/granatno-jabolko/"">jabolko</a>; olupljeno in narezano na košèke"
162,rozin
162,"<a href=""https://www.kulinarika.net/recepti/zacimbe/87/nageljnove-zbice-klincki-/"">klinèki</a> ali nekaj zmletega prahu <a href=""https://www.kulinarika.net/recepti/zacimbe/87/nageljnove-zbice-klincki-/"">klinèkov</a>"
162,"olja ali pa masti od gosi; race ali purice"
162,kisa
162,kocka sladkorja
162,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
162,muškatnega orešèka
162,kuhanih ali peèenih kostanjev
162,èrnega vina
162,list lovorja
163,buèk
163,èebule
163,olja
163,koper
163,"<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"
163,paradižnika
163,juhe iz goveje kocke
163,kisle smetane
163,èesna
163,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
164,teleèjih jeter
164,žemlje namoèene v juhi
164,slanine
164,naribane èebule
164,"drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
164,jajce
164,"<a href=""https://www.kulinarika.net/recepti/zacimbe/76/majaron/"">majarona</a>"
164,kruhovih drobtin 
164,strtega èesna 
164,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
165,veèja ploèevinka leèe ali pa pol kg kuhane leèe
165,masla
165,moke
165,"èebula; narezana na drobno"
165,stroki strtega èesna
165,timijana
165,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
165,sok limone ali kisa
165,"drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
165,zelenjavna jušna kocka 
166,rumene buèe
166,curryja
166,sladkorja
166,kisa
166,"cayenskega <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a> "
167,jajce
167,margarine
167,pšeniènega zdroba
167,morska sol
167,"sesekljan <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"
167,pecilnega praška
168,"nasvetov; kako pripraviti beluši; sestavine so odvisne od vrste priprave."
168,"Maslo; kruhove drobtine; holandska omaka"
168,"Nariban parmezan; maslo"
169,"Recept smo vzeli iz knjige Slovenska kuharica avtorice Felicite Kalinšek; katero je izdala Cankarjeva založba iz Ljubljane. V knjigi boste našli še ogromno receptov za pripravo izvrstnih jedi; ki bodo zadovoljile razliène okuse."
169,belušev
169,sol
169,parmezana
169,presnega masla
170,<b>Za 4 osebe: </b>
170,belušev
170,"trdo kuhano; sesekljano jajce"
170,surovega masla
170,svežih belih krušnih drobtin
170,"svežega sesekljanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
170,drobnjaka
171,blitve
171,jajce
171,naribanega sira
171,vegete
171,muškatni orešèek
171,drobtine po potrebi
171,moka za oblikovanje
172,brstiènega ohrovta
172,mleko
172,maslo
172,moka
172,vegeta
172,sol
172,muškatni orešèek
172,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
173,na tenke trakove naribanih buèk
173,jajca
173,mleka
173,zmlete kumine
173,moke
173,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
173,mašèoba za peèenje
174,blitve
174,olivnega olja
174,stroki strtega èesna
174,muškatni orešèek
174,zaèinka
174,"<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a>"
174,kruhove drobtine
175,"Recept smo vzeli iz knjige Slovenska kuharica avtorice Felicite Kalinšek; katero je izdala Cankarjeva založba iz Ljubljane. V knjigi boste našli še ogromno receptov za pripravo izvrstnih jedi; ki bodo zadovoljile razliène okuse."
175,buèk
175,presnega masla
175,"sol; kis"
175,zrn kumine
175,èebule
175,ravna žlica moke
175,smetane
175,"<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> "
176,svežega lušèenega fižola (debela zrna)
176,stroki èesna
176,srednja glavica èebule
176,"šopek <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
176,por
176,kumine
176,èajne žlièke soli
176,"èajne žlièke sveže mletega èrnega <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a>"
176,dni stare žemlje 
176,"Potrebujemo mlinèek za meso ; fritezo ali ponev z visokim robom. "
177,skodeli kuhane èièerike
177,jajce
177,moke
177,kruhovih drobtin
177,juhe ali jušne osnove
177,sezamove paste
177,azijske kumine
177,"<a href=""https://www.kulinarika.net/recepti/zacimbe/76/majaron/"">majarona</a>"
177,paprike
177,soka limone
177,strtega èesna
177,"drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a> "
177,sol po okusu
177,olje za cvrenje
178,graha
178,trikotnika topljenega sira
178,masla oz margarine
178,kisle smetane
178,"sol;<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
179,ali veè jajc
179,"mlada zelenjava:paprika;"
179,"paradižnik; buèke; èebula.; grah"
179,hrenovke.
179,"sol;<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>; èesen; <a href=""https://www.kulinarika.net/recepti/zacimbe/10/bazilika/"">bazilika</a>;origano."
180,"<a href=""https://www.kulinarika.net/recepti/zacimbe/106/regrat/"">regrat</a>"
180,vroèi kuhani krompirji
180,trdokuhana jajca (1-2)
180,slanino po okusu
180,sol
181,testa za lasanje
181,malancani
181,olupljenega paradižnika in narezanega na kocke/lahko je tudi
181,iz ploèevinke
181,buèke narezane na drobno
181,strtega èesna
181,"<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a> narezan na drobno"
181,"<a href=""https://www.kulinarika.net/recepti/zacimbe/10/bazilika/"">bazilika</a> narezana na drobno"
181,nariban sir
181,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
181,olje
181,Sestavine za bešamel
181,masla
181,moke
181,mleka
181,muškatnega orešèka
181,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
182,tankega testa za zvitke
182,blitve ali špinaèe
182,gob
182,korenja
182,zelja
182,skute
182,kisle smetane
182,jajca
182,paradižnika
182,veèja èebula
182,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
182,muškatnega orešèka
182,"<a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
182,mašèoba za praženje
182,kocka za juho
183,veèja malancana narezana na košèke
183,nastrganega ingverja
183,na drobno narezanega èesna
183,"pekoèe ""bean paste"""
183,sojine omake
183,èrnega kisa
183,sladkorja
183,soli
183,juhe ali vode z zaèinko
183,sezamovega olja
183,olja
183,na drobno narezane mlade èebule
184,".<span class=""label-inline"">5 kg"
184,"èebulica ; narezana na drobne košèke"
184,olivnega olja
184,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
184,jajce
184,"drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
184,zmletega mesa
184,strtega èesna
184,juhe ali vode z jušno kocko
184,naribanega sira
184,"paradižnika ; narezana na rezine"
185,paprike
185,camembera ali kakega drugega pikantnega sira
185,"sol in <a href=""https://www2.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
185,moka
185,jajce
185,kruhove drobtine
185,olje za cvrenje
186,kuhanih belušev
186,jajci
186,piva
186,skodela moke
186,olja
186,olje za cvrenje
186,sol po okusu
187,ohrovta
187,masti
187,"sveža zelenjava (korenje <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilj</a> èesen; èebula; paradižnik; paprika)"
187,krompirja 
187,suhe žemlje
187,jajca
187,"zaèimbe;sol ;<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
188,artièoke
188,parmezana
188,starega belega kruha 
188,èesna
188,"šop <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
188,olja
189,buèk
189,jajce
189,moke 
189,limonin sok
190,oèišèenega in na rezine narezanega pora
190,jajca
190,bešamela 
190,naribanega sira
190,"sol;<a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> in malo muškatnega orešèka"
190,masla
190,kruhovih drobtin
191,kuhane cvetaèe
191,moke
191,masla
191,"vode; v kateri se je kuhala cvetaèa"
191,sardeljih filetov
191,kaper
191,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
192,<b>: Za 4 osebe potrebujemo:</b>
192,"mešanih stroènic; <span class=""label-inline"">10 dag"
193,"do <span class=""label-inline"">25"
193,zmletega mešanega mesa
193,skodele riža ali pa tofuja ali naribanega pustega sira
193,jajce
193,"èebula; narezana na drobno"
193,"prekajene slanine; narezane na drobno"
193,"drobno narezanega <a href=""https://www.kulinarika.net/recepti/zacimbe/99/petersilj/"">peteršilja</a>"
193,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
193,lahko tudi žlièka rdeèe paprike
193,jušna kocka 
194,Sveže zelje(glava)
194,sveža paprika rdeèa
194,paradižnik
194,èebula 
194,rdeèa paprika v prahu
194,"sol; <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> "
194,vegeta
194,suhe obrane kosti
195,krompirja
195,srednje velike repe
195,debeli rumeni kolerabi
195,korena
195,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a> po okusu"
195,prekajene zaseke
195,moke
195,rdeèe paprike
196,<b>Za deset timbal:</b>
196,bela maslena omaka
196,sveže špinaèe
196,surovega masla
196,goste kisle smetane
196,jajca
196,rumenjaka
196,"sol in <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">poper</a>"
196,muškatnega orešèka
196,"kajenskega <a href=""https://www.kulinarika.net/recepti/zacimbe/101/poper/"">popra</a> "
